Area,Item,Value
Democratic People's Republic of Korea,"Roots, Other",0
Democratic People's Republic of Korea,Sugar (Raw Equivalent),39
Democratic People's Republic of Korea,"Sweeteners, Other",2
Democratic People's Republic of Korea,Honey,0
Democratic People's Republic of Korea,Beans,99
Democratic People's Republic of Korea,"Pulses, Other and products",0
Democratic People's Republic of Korea,Nuts and products,3
Democratic People's Republic of Korea,Soyabeans,28
Democratic People's Republic of Korea,Groundnuts,0
Democratic People's Republic of Korea,Sunflower seed,0
Democratic People's Republic of Korea,Rape and Mustardseed,0
Democratic People's Republic of Korea,Coconuts - Incl Copra,0
Democratic People's Republic of Korea,Olives (including preserved),0
Democratic People's Republic of Korea,Soyabean Oil,108
Democratic People's Republic of Korea,Sunflowerseed Oil,0
Democratic People's Republic of Korea,Rape and Mustard Oil,0
Democratic People's Republic of Korea,Cottonseed Oil,4
Democratic People's Republic of Korea,Palm Oil,12
Democratic People's Republic of Korea,Coconut Oil,0
Democratic People's Republic of Korea,Sesameseed Oil,0
Democratic People's Republic of Korea,Olive Oil,0
Democratic People's Republic of Korea,Ricebran Oil,13
Democratic People's Republic of Korea,Maize Germ Oil,28
Democratic People's Republic of Korea,"Oilcrops Oil, Other",1
Democratic People's Republic of Korea,Tomatoes and products,1
Democratic People's Republic of Korea,Onions,3
Democratic People's Republic of Korea,"Vegetables, other",77
Democratic People's Republic of Korea,"Oranges, Mandarines",1
Democratic People's Republic of Korea,"Lemons, Limes and products",0
Democratic People's Republic of Korea,Grapefruit and products,0
Democratic People's Republic of Korea,Bananas,0
Democratic People's Republic of Korea,Apples and products,35
Democratic People's Republic of Korea,Pineapples and products,0
Democratic People's Republic of Korea,Grapes and products (excl wine),0
Democratic People's Republic of Korea,"Fruits, other",34
Democratic People's Republic of Korea,Coffee and products,0
Democratic People's Republic of Korea,Cocoa Beans and products,0
Democratic People's Republic of Korea,Pepper,0
Democratic People's Republic of Korea,Pimento,3
Democratic People's Republic of Korea,"Spices, Other",0
Democratic People's Republic of Korea,Wine,0
Democratic People's Republic of Korea,Beer,2
Democratic People's Republic of Korea,"Beverages, Fermented",0
Democratic People's Republic of Korea,"Beverages, Alcoholic",59
Democratic People's Republic of Korea,Bovine Meat,5
Democratic People's Republic of Korea,Mutton & Goat Meat,3
Democratic People's Republic of Korea,Pigmeat,49
Democratic People's Republic of Korea,Poultry Meat,10
Democratic People's Republic of Korea,"Meat, Other",21
Democratic People's Republic of Korea,"Offals, Edible",2
Democratic People's Republic of Korea,"Butter, Ghee",0
Democratic People's Republic of Korea,Cream,0
Democratic People's Republic of Korea,"Fats, Animals, Raw",8
Democratic People's Republic of Korea,"Fish, Body Oil",0
Democratic People's Republic of Korea,"Fish, Liver Oil",0
Democratic People's Republic of Korea,Eggs,17
Democratic People's Republic of Korea,Milk - Excluding Butter,6
Democratic People's Republic of Korea,Freshwater Fish,1
Democratic People's Republic of Korea,Demersal Fish,5
Democratic People's Republic of Korea,Pelagic Fish,1
Democratic People's Republic of Korea,"Marine Fish, Other",7
Democratic People's Republic of Korea,Crustaceans,0
Democratic People's Republic of Korea,Cephalopods,1
Democratic People's Republic of Korea,"Molluscs, Other",0
Democratic People's Republic of Korea,"Aquatic Animals, Others",0
Democratic People's Republic of Korea,Aquatic Plants,0
Democratic People's Republic of Korea,Infant food,0
Democratic People's Republic of Korea,Miscellaneous,0
Democratic Republic of the Congo,Wheat and products,47
Democratic Republic of the Congo,Rice and products,108
Democratic Republic of the Congo,Barley and products,0
Democratic Republic of the Congo,Maize and products,191
Democratic Republic of the Congo,Rye and products,0
Democratic Republic of the Congo,Oats,0
Democratic Republic of the Congo,Millet and products,3
Democratic Republic of the Congo,Sorghum and products,0
Democratic Republic of the Congo,"Cereals, Other",0
Democratic Republic of the Congo,Cassava and products,1277
Democratic Republic of the Congo,Potatoes and products,3
Democratic Republic of the Congo,Sweet potatoes,16
Democratic Republic of the Congo,Yams,3
Democratic Republic of the Congo,"Roots, Other",26
Democratic Republic of the Congo,Sugar cane,4
Democratic Republic of the Congo,Sugar (Raw Equivalent),31
Democratic Republic of the Congo,"Sweeteners, Other",0
Democratic Republic of the Congo,Honey,0
Democratic Republic of the Congo,Beans,23
Democratic Republic of the Congo,Peas,0
Democratic Republic of the Congo,"Pulses, Other and products",13
Democratic Republic of the Congo,Nuts and products,0
Democratic Republic of the Congo,Soyabeans,3
Democratic Republic of the Congo,Groundnuts,37
Democratic Republic of the Congo,Sunflower seed,0
Democratic Republic of the Congo,Rape and Mustardseed,1
Democratic Republic of the Congo,Coconuts - Incl Copra,0
Democratic Republic of the Congo,Sesame seed,1
Democratic Republic of the Congo,Olives (including preserved),0
Democratic Republic of the Congo,"Oilcrops, Other",8
Democratic Republic of the Congo,Soyabean Oil,0
Democratic Republic of the Congo,Groundnut Oil,6
Democratic Republic of the Congo,Sunflowerseed Oil,1
Democratic Republic of the Congo,Rape and Mustard Oil,0
Democratic Republic of the Congo,Cottonseed Oil,1
Democratic Republic of the Congo,Palmkernel Oil,2
Democratic Republic of the Congo,Palm Oil,110
Democratic Republic of the Congo,Sesameseed Oil,0
Democratic Republic of the Congo,Olive Oil,3
Democratic Republic of the Congo,Ricebran Oil,0
Democratic Republic of the Congo,Maize Germ Oil,0
Democratic Republic of the Congo,"Oilcrops Oil, Other",5
Democratic Republic of the Congo,Tomatoes and products,1
Democratic Republic of the Congo,Onions,1
Democratic Republic of the Congo,"Vegetables, other",12
Democratic Republic of the Congo,"Oranges, Mandarines",1
Democratic Republic of the Congo,"Lemons, Limes and products",0
Democratic Republic of the Congo,Grapefruit and products,0
Democratic Republic of the Congo,"Citrus, Other",0
Democratic Republic of the Congo,Bananas,14
Democratic Republic of the Congo,Plantains,110
Democratic Republic of the Congo,Apples and products,0
Democratic Republic of the Congo,Pineapples and products,2
Democratic Republic of the Congo,Dates,0
Democratic Republic of the Congo,Grapes and products (excl wine),0
Democratic Republic of the Congo,"Fruits, other",7
Democratic Republic of the Congo,Coffee and products,0
Democratic Republic of the Congo,Cocoa Beans and products,0
Democratic Republic of the Congo,Tea (including mate),0
Democratic Republic of the Congo,Pepper,0
Democratic Republic of the Congo,Pimento,3
Democratic Republic of the Congo,Cloves,0
Democratic Republic of the Congo,"Spices, Other",0
Democratic Republic of the Congo,Wine,0
Democratic Republic of the Congo,Beer,6
Democratic Republic of the Congo,"Beverages, Fermented",8
Democratic Republic of the Congo,"Beverages, Alcoholic",2
Democratic Republic of the Congo,Bovine Meat,2
Democratic Republic of the Congo,Mutton & Goat Meat,1
Democratic Republic of the Congo,Pigmeat,5
Democratic Republic of the Congo,Poultry Meat,6
Democratic Republic of the Congo,"Meat, Other",4
Democratic Republic of the Congo,"Offals, Edible",1
Democratic Republic of the Congo,"Butter, Ghee",0
Democratic Republic of the Congo,Cream,0
Democratic Republic of the Congo,"Fats, Animals, Raw",1
Democratic Republic of the Congo,"Fish, Body Oil",0
Democratic Republic of the Congo,"Fish, Liver Oil",0
Democratic Republic of the Congo,Eggs,0
Democratic Republic of the Congo,Milk - Excluding Butter,1
Democratic Republic of the Congo,Freshwater Fish,5
Democratic Republic of the Congo,Demersal Fish,0
Democratic Republic of the Congo,Pelagic Fish,3
Democratic Republic of the Congo,"Marine Fish, Other",0
Democratic Republic of the Congo,Crustaceans,0
Democratic Republic of the Congo,Cephalopods,0
Democratic Republic of the Congo,"Molluscs, Other",0
Democratic Republic of the Congo,"Aquatic Animals, Others",0
Democratic Republic of the Congo,Aquatic Plants,0
Democratic Republic of the Congo,Infant food,0
Democratic Republic of the Congo,Miscellaneous,0
Denmark,Wheat and products,587
Denmark,Rice and products,49
Denmark,Barley and products,0
Denmark,Maize and products,38
Denmark,Rye and products,98
Denmark,Oats,28
Denmark,"Cereals, Other",1
Denmark,Potatoes and products,117
Denmark,Sweet potatoes,0
Denmark,Yams,0
Denmark,"Roots, Other",0
Denmark,Sugar cane,0
Denmark,Sugar (Raw Equivalent),403
Denmark,"Sweeteners, Other",65
Denmark,Honey,4
Denmark,Beans,1
Denmark,Peas,4
Denmark,"Pulses, Other and products",3
Denmark,Nuts and products,44
Denmark,Soyabeans,0
Denmark,Groundnuts,16
Denmark,Rape and Mustardseed,4
Denmark,Coconuts - Incl Copra,5
Denmark,Olives (including preserved),2
Denmark,"Oilcrops, Other",0
Denmark,Soyabean Oil,82
Denmark,Groundnut Oil,1
Denmark,Sunflowerseed Oil,13
Denmark,Rape and Mustard Oil,0
Denmark,Cottonseed Oil,0
Denmark,Palmkernel Oil,0
Denmark,Palm Oil,35
Denmark,Coconut Oil,0
Denmark,Sesameseed Oil,3
Denmark,Olive Oil,25
Denmark,Maize Germ Oil,3
Denmark,"Oilcrops Oil, Other",9
Denmark,Tomatoes and products,10
Denmark,Onions,7
Denmark,"Vegetables, other",57
Denmark,"Oranges, Mandarines",16
Denmark,"Lemons, Limes and products",1
Denmark,Grapefruit and products,0
Denmark,"Citrus, Other",1
Denmark,Bananas,19
Denmark,Plantains,0
Denmark,Apples and products,14
Denmark,Pineapples and products,4
Denmark,Dates,3
Denmark,Grapes and products (excl wine),12
Denmark,"Fruits, other",36
Denmark,Coffee and products,10
Denmark,Cocoa Beans and products,49
Denmark,Tea (including mate),1
Denmark,Pepper,1
Denmark,Pimento,1
Denmark,Cloves,0
Denmark,"Spices, Other",15
Denmark,Wine,50
Denmark,Beer,82
Denmark,"Beverages, Fermented",0
Denmark,"Beverages, Alcoholic",27
Denmark,Bovine Meat,72
Denmark,Mutton & Goat Meat,5
Denmark,Pigmeat,172
Denmark,Poultry Meat,96
Denmark,"Meat, Other",6
Denmark,"Offals, Edible",1
Denmark,"Butter, Ghee",134
Denmark,Cream,58
Denmark,"Fats, Animals, Raw",179
Denmark,"Fish, Body Oil",60
Denmark,"Fish, Liver Oil",0
Denmark,Eggs,63
Denmark,Milk - Excluding Butter,470
Denmark,Freshwater Fish,4
Denmark,Demersal Fish,20
Denmark,Pelagic Fish,45
Denmark,"Marine Fish, Other",0
Denmark,Crustaceans,5
Denmark,Cephalopods,0
Denmark,"Molluscs, Other",1
Denmark,"Aquatic Animals, Others",0
Denmark,Aquatic Plants,0
Denmark,Infant food,0
Djibouti,Wheat and products,950
Djibouti,Rice and products,502
Djibouti,Barley and products,9
Djibouti,Maize and products,23
Djibouti,Oats,11
Djibouti,Millet and products,0
Djibouti,Sorghum and products,20
Djibouti,"Cereals, Other",1
Djibouti,Cassava and products,0
Djibouti,Potatoes and products,28
Djibouti,Sweet potatoes,0
Djibouti,"Roots, Other",0
Djibouti,Sugar (Raw Equivalent),395
Djibouti,"Sweeteners, Other",11
Djibouti,Honey,0
Djibouti,Beans,17
Djibouti,Peas,71
Djibouti,"Pulses, Other and products",74
Djibouti,Nuts and products,0
Djibouti,Soyabeans,0
Djibouti,Groundnuts,0
Djibouti,Rape and Mustardseed,3
Djibouti,Coconuts - Incl Copra,0
Djibouti,Sesame seed,2
Djibouti,Olives (including preserved),0
Djibouti,Soyabean Oil,14
Djibouti,Groundnut Oil,0
Djibouti,Sunflowerseed Oil,14
Djibouti,Rape and Mustard Oil,0
Djibouti,Palmkernel Oil,7
Djibouti,Palm Oil,199
Djibouti,Coconut Oil,4
Djibouti,Sesameseed Oil,0
Djibouti,Olive Oil,5
Djibouti,Maize Germ Oil,0
Djibouti,"Oilcrops Oil, Other",78
Djibouti,Tomatoes and products,13
Djibouti,Onions,12
Djibouti,"Vegetables, other",33
Djibouti,"Oranges, Mandarines",5
Djibouti,"Lemons, Limes and products",2
Djibouti,Grapefruit and products,0
Djibouti,"Citrus, Other",2
Djibouti,Bananas,4
Djibouti,Plantains,0
Djibouti,Apples and products,2
Djibouti,Pineapples and products,1
Djibouti,Dates,15
Djibouti,Grapes and products (excl wine),1
Djibouti,"Fruits, other",18
Djibouti,Coffee and products,2
Djibouti,Cocoa Beans and products,13
Djibouti,Tea (including mate),0
Djibouti,Pepper,0
Djibouti,Pimento,5
Djibouti,Cloves,0
Djibouti,"Spices, Other",4
Djibouti,Wine,0
Djibouti,Beer,1
Djibouti,"Beverages, Fermented",0
Djibouti,"Beverages, Alcoholic",8
Djibouti,Bovine Meat,39
Djibouti,Mutton & Goat Meat,24
Djibouti,Pigmeat,1
Djibouti,Poultry Meat,12
Djibouti,"Meat, Other",3
Djibouti,"Offals, Edible",7
Djibouti,"Butter, Ghee",3
Djibouti,Cream,0
Djibouti,"Fats, Animals, Raw",13
Djibouti,"Fish, Body Oil",0
Djibouti,Eggs,4
Djibouti,Milk - Excluding Butter,78
Djibouti,Freshwater Fish,0
Djibouti,Demersal Fish,1
Djibouti,Pelagic Fish,6
Djibouti,"Marine Fish, Other",0
Djibouti,Crustaceans,0
Djibouti,Cephalopods,0
Djibouti,"Molluscs, Other",0
Djibouti,"Aquatic Animals, Others",0
Djibouti,Aquatic Plants,0
Djibouti,Infant food,6
Djibouti,Miscellaneous,19
Dominica,Wheat and products,497
Dominica,Rice and products,69
Dominica,Barley and products,5
Dominica,Maize and products,30
Dominica,Rye and products,0
Dominica,Oats,8
Dominica,"Cereals, Other",0
Dominica,Cassava and products,18
Dominica,Potatoes and products,19
Dominica,Sweet potatoes,17
Dominica,Yams,139
Dominica,"Roots, Other",142
Dominica,Sugar cane,7
Dominica,Sugar (Raw Equivalent),382
Dominica,"Sweeteners, Other",30
Dominica,Honey,0
Dominica,Beans,13
Dominica,Peas,6
Dominica,"Pulses, Other and products",36
Dominica,Nuts and products,17
Dominica,Soyabeans,0
Dominica,Groundnuts,9
Dominica,Rape and Mustardseed,0
Dominica,Coconuts - Incl Copra,70
Dominica,Sesame seed,0
Dominica,Olives (including preserved),0
Dominica,Soyabean Oil,67
Dominica,Sunflowerseed Oil,7
Dominica,Rape and Mustard Oil,0
Dominica,Coconut Oil,53
Dominica,Sesameseed Oil,1
Dominica,Olive Oil,2
Dominica,Maize Germ Oil,0
Dominica,"Oilcrops Oil, Other",46
Dominica,Tomatoes and products,3
Dominica,Onions,3
Dominica,"Vegetables, other",54
Dominica,"Oranges, Mandarines",61
Dominica,"Lemons, Limes and products",9
Dominica,Grapefruit and products,88
Dominica,"Citrus, Other",1
Dominica,Bananas,122
Dominica,Plantains,41
Dominica,Apples and products,4
Dominica,Pineapples and products,0
Dominica,Grapes and products (excl wine),4
Dominica,"Fruits, other",49
Dominica,Coffee and products,3
Dominica,Cocoa Beans and products,25
Dominica,Tea (including mate),0
Dominica,Pepper,0
Dominica,Pimento,0
Dominica,Cloves,0
Dominica,"Spices, Other",22
Dominica,Wine,8
Dominica,Beer,14
Dominica,"Beverages, Fermented",2
Dominica,"Beverages, Alcoholic",74
Dominica,Bovine Meat,55
Dominica,Mutton & Goat Meat,4
Dominica,Pigmeat,92
Dominica,Poultry Meat,190
Dominica,"Offals, Edible",10
Dominica,"Butter, Ghee",1
Dominica,Cream,0
Dominica,"Fats, Animals, Raw",35
Dominica,"Fish, Liver Oil",0
Dominica,Eggs,10
Dominica,Milk - Excluding Butter,204
Dominica,Freshwater Fish,3
Dominica,Demersal Fish,4
Dominica,Pelagic Fish,48
Dominica,"Marine Fish, Other",5
Dominica,Crustaceans,1
Dominica,Cephalopods,0
Dominica,"Molluscs, Other",0
Dominica,"Aquatic Animals, Others",0
Dominica,Aquatic Plants,0
Dominica,Infant food,2
Dominica,Miscellaneous,12
Dominican Republic,Wheat and products,208
Dominican Republic,Rice and products,490
Dominican Republic,Barley and products,0
Dominican Republic,Maize and products,24
Dominican Republic,Oats,10
Dominican Republic,Millet and products,0
Dominican Republic,"Cereals, Other",0
Dominican Republic,Cassava and products,38
Dominican Republic,Potatoes and products,20
Dominican Republic,Sweet potatoes,9
Dominican Republic,Yams,6
Dominican Republic,"Roots, Other",8
Dominican Republic,Sugar (Raw Equivalent),383
Dominican Republic,"Sweeteners, Other",18
Dominican Republic,Honey,0
Dominican Republic,Beans,67
Dominican Republic,Peas,1
Dominican Republic,"Pulses, Other and products",32
Dominican Republic,Nuts and products,3
Dominican Republic,Soyabeans,0
Dominican Republic,Groundnuts,4
Dominican Republic,Sunflower seed,0
Dominican Republic,Rape and Mustardseed,0
Dominican Republic,Coconuts - Incl Copra,91
Dominican Republic,Sesame seed,1
Dominican Republic,Olives (including preserved),0
Dominican Republic,"Oilcrops, Other",0
Dominican Republic,Soyabean Oil,275
Dominican Republic,Groundnut Oil,5
Dominican Republic,Sunflowerseed Oil,7
Dominican Republic,Rape and Mustard Oil,12
Dominican Republic,Cottonseed Oil,0
Dominican Republic,Palm Oil,70
Dominican Republic,Coconut Oil,16
Dominican Republic,Sesameseed Oil,0
Dominican Republic,Olive Oil,6
Dominican Republic,Maize Germ Oil,6
Dominican Republic,"Oilcrops Oil, Other",5
Dominican Republic,Tomatoes and products,13
Dominican Republic,Onions,8
Dominican Republic,"Vegetables, other",44
Dominican Republic,"Oranges, Mandarines",13
Dominican Republic,"Lemons, Limes and products",2
Dominican Republic,Grapefruit and products,0
Dominican Republic,"Citrus, Other",0
Dominican Republic,Bananas,93
Dominican Republic,Plantains,177
Dominican Republic,Apples and products,4
Dominican Republic,Pineapples and products,33
Dominican Republic,Dates,0
Dominican Republic,Grapes and products (excl wine),2
Dominican Republic,"Fruits, other",157
Dominican Republic,Coffee and products,2
Dominican Republic,Cocoa Beans and products,8
Dominican Republic,Tea (including mate),0
Dominican Republic,Pepper,1
Dominican Republic,Pimento,0
Dominican Republic,Cloves,0
Dominican Republic,"Spices, Other",2
Dominican Republic,Wine,2
Dominican Republic,Beer,70
Dominican Republic,"Beverages, Fermented",0
Dominican Republic,"Beverages, Alcoholic",25
Dominican Republic,Bovine Meat,37
Dominican Republic,Mutton & Goat Meat,1
Dominican Republic,Pigmeat,41
Dominican Republic,Poultry Meat,123
Dominican Republic,"Meat, Other",1
Dominican Republic,"Offals, Edible",13
Dominican Republic,"Butter, Ghee",7
Dominican Republic,"Fats, Animals, Raw",29
Dominican Republic,"Fish, Body Oil",0
Dominican Republic,"Fish, Liver Oil",0
Dominican Republic,Eggs,45
Dominican Republic,Milk - Excluding Butter,183
Dominican Republic,Freshwater Fish,2
Dominican Republic,Demersal Fish,4
Dominican Republic,Pelagic Fish,9
Dominican Republic,"Marine Fish, Other",1
Dominican Republic,Crustaceans,1
Dominican Republic,Cephalopods,0
Dominican Republic,"Molluscs, Other",0
Dominican Republic,"Aquatic Animals, Others",0
Dominican Republic,Aquatic Plants,0
Dominican Republic,Infant food,15
Dominican Republic,Miscellaneous,0
Ecuador,Wheat and products,350
Ecuador,Rice and products,365
Ecuador,Barley and products,0
Ecuador,Maize and products,362
Ecuador,Rye and products,0
Ecuador,Oats,20
Ecuador,"Cereals, Other",2
Ecuador,Cassava and products,9
Ecuador,Potatoes and products,32
Ecuador,Sweet potatoes,1
Ecuador,"Roots, Other",1
Ecuador,Sugar non-centrifugal,0
Ecuador,Sugar (Raw Equivalent),181
Ecuador,"Sweeteners, Other",68
Ecuador,Honey,0
Ecuador,Beans,5
Ecuador,Peas,2
Ecuador,"Pulses, Other and products",14
Ecuador,Nuts and products,2
Ecuador,Soyabeans,0
Ecuador,Groundnuts,18
Ecuador,Sunflower seed,1
Ecuador,Rape and Mustardseed,1
Ecuador,Coconuts - Incl Copra,1
Ecuador,Sesame seed,0
Ecuador,Olives (including preserved),0
Ecuador,Soyabean Oil,139
Ecuador,Groundnut Oil,0
Ecuador,Sunflowerseed Oil,41
Ecuador,Rape and Mustard Oil,0
Ecuador,Cottonseed Oil,0
Ecuador,Palmkernel Oil,0
Ecuador,Palm Oil,187
Ecuador,Coconut Oil,0
Ecuador,Sesameseed Oil,0
Ecuador,Olive Oil,2
Ecuador,Maize Germ Oil,1
Ecuador,"Oilcrops Oil, Other",21
Ecuador,Tomatoes and products,2
Ecuador,Onions,0
Ecuador,"Vegetables, other",18
Ecuador,"Oranges, Mandarines",7
Ecuador,"Lemons, Limes and products",0
Ecuador,Grapefruit and products,0
Ecuador,"Citrus, Other",1
Ecuador,Bananas,0
Ecuador,Plantains,60
Ecuador,Apples and products,5
Ecuador,Pineapples and products,0
Ecuador,Dates,0
Ecuador,Grapes and products (excl wine),2
Ecuador,"Fruits, other",11
Ecuador,Coffee and products,0
Ecuador,Cocoa Beans and products,5
Ecuador,Tea (including mate),0
Ecuador,Pepper,0
Ecuador,Pimento,0
Ecuador,Cloves,0
Ecuador,"Spices, Other",2
Ecuador,Wine,1
Ecuador,Beer,43
Ecuador,"Beverages, Fermented",0
Ecuador,"Beverages, Alcoholic",6
Ecuador,Bovine Meat,78
Ecuador,Mutton & Goat Meat,2
Ecuador,Pigmeat,47
Ecuador,Poultry Meat,80
Ecuador,"Meat, Other",0
Ecuador,"Offals, Edible",12
Ecuador,"Butter, Ghee",3
Ecuador,Cream,1
Ecuador,"Fats, Animals, Raw",100
Ecuador,"Fish, Body Oil",0
Ecuador,"Fish, Liver Oil",0
Ecuador,Eggs,28
Ecuador,Milk - Excluding Butter,163
Ecuador,Freshwater Fish,2
Ecuador,Demersal Fish,4
Ecuador,Pelagic Fish,7
Ecuador,"Marine Fish, Other",0
Ecuador,Crustaceans,1
Ecuador,Cephalopods,0
Ecuador,"Molluscs, Other",0
Ecuador,"Aquatic Animals, Others",0
Ecuador,Aquatic Plants,0
Ecuador,Infant food,3
Ecuador,Miscellaneous,2
Egypt,Wheat and products,1164
Egypt,Rice and products,328
Egypt,Barley and products,0
Egypt,Maize and products,568
Egypt,Rye and products,0
Egypt,Oats,0
Egypt,Millet and products,0
Egypt,Sorghum and products,59
Egypt,"Cereals, Other",0
Egypt,Cassava and products,0
Egypt,Potatoes and products,61
Egypt,Sweet potatoes,9
Egypt,"Roots, Other",2
Egypt,Sugar cane,27
Egypt,Sugar (Raw Equivalent),261
Egypt,"Sweeteners, Other",6
Egypt,Honey,0
Egypt,Beans,5
Egypt,Peas,2
Egypt,"Pulses, Other and products",32
Egypt,Nuts and products,4
Egypt,Soyabeans,0
Egypt,Groundnuts,10
Egypt,Sunflower seed,0
Egypt,Rape and Mustardseed,0
Egypt,Coconuts - Incl Copra,1
Egypt,Sesame seed,5
Egypt,Olives (including preserved),24
Egypt,"Oilcrops, Other",0
Egypt,Soyabean Oil,98
Egypt,Groundnut Oil,3
Egypt,Sunflowerseed Oil,48
Egypt,Cottonseed Oil,0
Egypt,Palmkernel Oil,4
Egypt,Palm Oil,0
Egypt,Coconut Oil,2
Egypt,Olive Oil,6
Egypt,Maize Germ Oil,9
Egypt,"Oilcrops Oil, Other",9
Egypt,Tomatoes and products,30
Egypt,Onions,27
Egypt,"Vegetables, other",46
Egypt,"Oranges, Mandarines",13
Egypt,"Lemons, Limes and products",1
Egypt,Grapefruit and products,0
Egypt,"Citrus, Other",0
Egypt,Bananas,20
Egypt,Plantains,0
Egypt,Apples and products,12
Egypt,Pineapples and products,0
Egypt,Dates,62
Egypt,Grapes and products (excl wine),24
Egypt,"Fruits, other",28
Egypt,Coffee and products,1
Egypt,Cocoa Beans and products,2
Egypt,Tea (including mate),1
Egypt,Pepper,1
Egypt,Pimento,5
Egypt,Cloves,0
Egypt,"Spices, Other",4
Egypt,Wine,0
Egypt,Beer,1
Egypt,"Beverages, Fermented",0
Egypt,"Beverages, Alcoholic",1
Egypt,Bovine Meat,39
Egypt,Mutton & Goat Meat,4
Egypt,Pigmeat,0
Egypt,Poultry Meat,61
Egypt,"Meat, Other",4
Egypt,"Offals, Edible",14
Egypt,"Butter, Ghee",23
Egypt,Cream,0
Egypt,"Fats, Animals, Raw",4
Egypt,"Fish, Body Oil",0
Egypt,"Fish, Liver Oil",0
Egypt,Eggs,16
Egypt,Milk - Excluding Butter,76
Egypt,Freshwater Fish,29
Egypt,Demersal Fish,6
Egypt,Pelagic Fish,12
Egypt,"Marine Fish, Other",1
Egypt,Crustaceans,1
Egypt,Cephalopods,0
Egypt,"Molluscs, Other",0
Egypt,"Aquatic Animals, Others",0
Egypt,Aquatic Plants,0
Egypt,Infant food,2
Egypt,Miscellaneous,0
El Salvador,Wheat and products,368
El Salvador,Rice and products,96
El Salvador,Barley and products,0
El Salvador,Maize and products,776
El Salvador,Rye and products,0
El Salvador,Oats,4
El Salvador,Sorghum and products,108
El Salvador,"Cereals, Other",2
El Salvador,Cassava and products,12
El Salvador,Potatoes and products,27
El Salvador,Sweet potatoes,0
El Salvador,"Roots, Other",19
El Salvador,Sugar non-centrifugal,0
El Salvador,Sugar (Raw Equivalent),314
El Salvador,"Sweeteners, Other",19
El Salvador,Honey,1
El Salvador,Beans,157
El Salvador,Peas,0
El Salvador,"Pulses, Other and products",0
El Salvador,Nuts and products,2
El Salvador,Soyabeans,7
El Salvador,Groundnuts,6
El Salvador,Sunflower seed,0
El Salvador,Rape and Mustardseed,3
El Salvador,Coconuts - Incl Copra,29
El Salvador,Sesame seed,3
El Salvador,Olives (including preserved),0
El Salvador,Soyabean Oil,34
El Salvador,Groundnut Oil,0
El Salvador,Sunflowerseed Oil,9
El Salvador,Rape and Mustard Oil,0
El Salvador,Cottonseed Oil,0
El Salvador,Coconut Oil,5
El Salvador,Sesameseed Oil,0
El Salvador,Olive Oil,10
El Salvador,Ricebran Oil,0
El Salvador,Maize Germ Oil,2
El Salvador,"Oilcrops Oil, Other",47
El Salvador,Tomatoes and products,11
El Salvador,Onions,6
El Salvador,"Vegetables, other",42
El Salvador,"Oranges, Mandarines",9
El Salvador,"Lemons, Limes and products",1
El Salvador,Grapefruit and products,0
El Salvador,"Citrus, Other",0
El Salvador,Bananas,17
El Salvador,Plantains,33
El Salvador,Apples and products,5
El Salvador,Pineapples and products,2
El Salvador,Dates,0
El Salvador,Grapes and products (excl wine),2
El Salvador,"Fruits, other",33
El Salvador,Coffee and products,3
El Salvador,Cocoa Beans and products,4
El Salvador,Tea (including mate),0
El Salvador,Pepper,0
El Salvador,Pimento,0
El Salvador,Cloves,0
El Salvador,"Spices, Other",1
El Salvador,Wine,1
El Salvador,Beer,16
El Salvador,"Beverages, Fermented",0
El Salvador,"Beverages, Alcoholic",34
El Salvador,Bovine Meat,34
El Salvador,Mutton & Goat Meat,0
El Salvador,Pigmeat,30
El Salvador,Poultry Meat,86
El Salvador,"Meat, Other",0
El Salvador,"Offals, Edible",3
El Salvador,"Butter, Ghee",3
El Salvador,Cream,0
El Salvador,"Fats, Animals, Raw",78
El Salvador,"Fish, Body Oil",0
El Salvador,"Fish, Liver Oil",0
El Salvador,Eggs,32
El Salvador,Milk - Excluding Butter,162
El Salvador,Freshwater Fish,2
El Salvador,Demersal Fish,0
El Salvador,Pelagic Fish,11
El Salvador,"Marine Fish, Other",0
El Salvador,Crustaceans,1
El Salvador,Cephalopods,0
El Salvador,"Molluscs, Other",0
El Salvador,"Aquatic Animals, Others",0
El Salvador,Aquatic Plants,0
El Salvador,Infant food,5
El Salvador,Miscellaneous,7
Estonia,Wheat and products,361
Estonia,Rice and products,26
Estonia,Barley and products,33
Estonia,Maize and products,68
Estonia,Rye and products,100
Estonia,Oats,28
Estonia,"Cereals, Other",9
Estonia,Cassava and products,0
Estonia,Potatoes and products,127
Estonia,Sweet potatoes,0
Estonia,"Roots, Other",0
Estonia,Sugar (Raw Equivalent),190
Estonia,"Sweeteners, Other",93
Estonia,Honey,7
Estonia,Beans,0
Estonia,Peas,52
Estonia,"Pulses, Other and products",0
Estonia,Nuts and products,42
Estonia,Soyabeans,0
Estonia,Groundnuts,7
Estonia,Rape and Mustardseed,4
Estonia,Coconuts - Incl Copra,1
Estonia,Olives (including preserved),1
Estonia,Soyabean Oil,7
Estonia,Groundnut Oil,0
Estonia,Sunflowerseed Oil,68
Estonia,Rape and Mustard Oil,90
Estonia,Coconut Oil,4
Estonia,Sesameseed Oil,0
Estonia,Olive Oil,11
Estonia,Maize Germ Oil,18
Estonia,"Oilcrops Oil, Other",93
