Area,Item,Value
Denmark,"Offals, Edible",0.23
Denmark,"Butter, Ghee",6.83
Denmark,Cream,10.77
Denmark,"Fats, Animals, Raw",8.62
Denmark,"Fish, Body Oil",2.43
Denmark,"Fish, Liver Oil",0
Denmark,Eggs,15.05
Denmark,Milk - Excluding Butter,248.98
Denmark,Freshwater Fish,2.15
Denmark,Demersal Fish,6.31
Denmark,Pelagic Fish,9.95
Denmark,"Marine Fish, Other",0
Denmark,Crustaceans,6.59
Denmark,Cephalopods,0.06
Denmark,"Molluscs, Other",1.44
Denmark,"Aquatic Animals, Others",0.04
Denmark,Aquatic Plants,0
Denmark,Infant food,0
Djibouti,Wheat and products,116.92
Djibouti,Rice and products,50.86
Djibouti,Barley and products,0.86
Djibouti,Maize and products,3.15
Djibouti,Oats,1.04
Djibouti,Millet and products,0
Djibouti,Sorghum and products,2.66
Djibouti,"Cereals, Other",0.14
Djibouti,Cassava and products,0
Djibouti,Potatoes and products,14.99
Djibouti,Sweet potatoes,0
Djibouti,"Roots, Other",0
Djibouti,Sugar (Raw Equivalent),41.19
Djibouti,"Sweeteners, Other",4.86
Djibouti,Honey,0.02
Djibouti,Beans,1.77
Djibouti,Peas,7.47
Djibouti,"Pulses, Other and products",7.76
Djibouti,Nuts and products,0.04
Djibouti,Soyabeans,0
Djibouti,Groundnuts,0
Djibouti,Rape and Mustardseed,0
Djibouti,Coconuts - Incl Copra,0
Djibouti,Sesame seed,0.1
Djibouti,Olives (including preserved),0.04
Djibouti,Soyabean Oil,0.56
Djibouti,Groundnut Oil,0
Djibouti,Sunflowerseed Oil,0.58
Djibouti,Rape and Mustard Oil,0
Djibouti,Cottonseed Oil,0
Djibouti,Palmkernel Oil,0.28
Djibouti,Palm Oil,8.22
Djibouti,Coconut Oil,0.18
Djibouti,Sesameseed Oil,0
Djibouti,Olive Oil,0.2
Djibouti,Maize Germ Oil,0
Djibouti,"Oilcrops Oil, Other",3.52
Djibouti,Tomatoes and products,15.22
Djibouti,Onions,14.25
Djibouti,"Vegetables, other",47.36
Djibouti,"Oranges, Mandarines",4.97
Djibouti,"Lemons, Limes and products",3.9
Djibouti,Grapefruit and products,0.07
Djibouti,"Citrus, Other",0.54
Djibouti,Bananas,2.24
Djibouti,Plantains,0
Djibouti,Apples and products,1.76
Djibouti,Pineapples and products,0.45
Djibouti,Dates,3.53
Djibouti,Grapes and products (excl wine),0.53
Djibouti,"Fruits, other",12.4
Djibouti,Coffee and products,0.49
Djibouti,Cocoa Beans and products,0
Djibouti,Tea (including mate),0.01
Djibouti,Pepper,0.02
Djibouti,Pimento,0.57
Djibouti,Cloves,0.01
Djibouti,"Spices, Other",0.42
Djibouti,Bovine Meat,6.3
Djibouti,Mutton & Goat Meat,4.61
Djibouti,Poultry Meat,3.52
Djibouti,"Meat, Other",0.73
Djibouti,"Offals, Edible",2.21
Djibouti,"Butter, Ghee",0.15
Djibouti,Cream,0.09
Djibouti,"Fats, Animals, Raw",0.47
Djibouti,"Fish, Body Oil",0
Djibouti,Eggs,0.98
Djibouti,Milk - Excluding Butter,19.28
Djibouti,Freshwater Fish,0.02
Djibouti,Demersal Fish,0.68
Djibouti,Pelagic Fish,2.51
Djibouti,"Marine Fish, Other",0.27
Djibouti,Crustaceans,0.07
Djibouti,Cephalopods,0
Djibouti,"Molluscs, Other",0.01
Djibouti,"Aquatic Animals, Others",0
Djibouti,Aquatic Plants,0
Djibouti,Infant food,0.56
Djibouti,Miscellaneous,16.55
Dominica,Wheat and products,36.04
Dominica,Rice and products,7.02
Dominica,Barley and products,0.56
Dominica,Maize and products,3.33
Dominica,Rye and products,0.01
Dominica,Oats,0.72
Dominica,"Cereals, Other",0.03
Dominica,Cassava and products,7.45
Dominica,Potatoes and products,9.35
Dominica,Sweet potatoes,7.26
Dominica,Yams,50.29
Dominica,"Roots, Other",56.59
Dominica,Sugar cane,8.83
Dominica,Sugar (Raw Equivalent),39.33
Dominica,"Sweeteners, Other",26.92
Dominica,Honey,0
Dominica,Beans,1.37
Dominica,Peas,0.6
Dominica,"Pulses, Other and products",3.82
Dominica,Nuts and products,1.03
Dominica,Soyabeans,0
Dominica,Groundnuts,0.61
Dominica,Rape and Mustardseed,0
Dominica,Coconuts - Incl Copra,18.82
Dominica,Sesame seed,0
Dominica,Olives (including preserved),0.01
Dominica,Soyabean Oil,2.77
Dominica,Groundnut Oil,0
Dominica,Sunflowerseed Oil,0.27
Dominica,Rape and Mustard Oil,0
Dominica,Cottonseed Oil,0
Dominica,Palmkernel Oil,0
Dominica,Palm Oil,0
Dominica,Coconut Oil,2.19
Dominica,Sesameseed Oil,0.02
Dominica,Olive Oil,0.08
Dominica,Maize Germ Oil,0.01
Dominica,"Oilcrops Oil, Other",2.57
Dominica,Tomatoes and products,5.46
Dominica,Onions,2.78
Dominica,"Vegetables, other",79.7
Dominica,"Oranges, Mandarines",81.62
Dominica,"Lemons, Limes and products",18.78
Dominica,Grapefruit and products,150.68
Dominica,"Citrus, Other",0.71
Dominica,Bananas,71.71
Dominica,Plantains,19.8
Dominica,Apples and products,2.64
Dominica,Pineapples and products,0.1
Dominica,Grapes and products (excl wine),2.16
Dominica,"Fruits, other",49.76
Dominica,Coffee and products,2.41
Dominica,Cocoa Beans and products,1.44
Dominica,Tea (including mate),0.12
Dominica,Pepper,0.01
Dominica,Pimento,0
Dominica,Cloves,0
Dominica,"Spices, Other",2.42
Dominica,Bovine Meat,8.82
Dominica,Mutton & Goat Meat,0.95
Dominica,Poultry Meat,44.55
Dominica,"Offals, Edible",3.12
Dominica,"Butter, Ghee",0.07
Dominica,Cream,0.02
Dominica,"Fats, Animals, Raw",0.6
Dominica,"Fish, Liver Oil",0
Dominica,Eggs,2.87
Dominica,Milk - Excluding Butter,68.22
Dominica,Freshwater Fish,1.71
Dominica,Demersal Fish,2.53
Dominica,Pelagic Fish,20.35
Dominica,"Marine Fish, Other",2.74
Dominica,Crustaceans,0.59
Dominica,Cephalopods,0
Dominica,"Molluscs, Other",0
Dominica,"Aquatic Animals, Others",0
Dominica,Aquatic Plants,0
Dominica,Infant food,0.16
Dominica,Miscellaneous,10.29
Dominican Republic,Wheat and products,26.34
Dominican Republic,Rice and products,75.6
Dominican Republic,Barley and products,0
Dominican Republic,Maize and products,2.6
Dominican Republic,Oats,1.68
Dominican Republic,Millet and products,0
Dominican Republic,"Cereals, Other",0.01
Dominican Republic,Cassava and products,13.64
Dominican Republic,Potatoes and products,10.64
Dominican Republic,Sweet potatoes,3.73
Dominican Republic,Yams,2.34
Dominican Republic,"Roots, Other",2.63
Dominican Republic,Sugar (Raw Equivalent),39.62
Dominican Republic,"Sweeteners, Other",5.47
Dominican Republic,Honey,0.06
Dominican Republic,Beans,7.25
Dominican Republic,Peas,0.09
Dominican Republic,"Pulses, Other and products",3.41
Dominican Republic,Nuts and products,0.21
Dominican Republic,Soyabeans,0.06
Dominican Republic,Groundnuts,0.25
Dominican Republic,Sunflower seed,0.03
Dominican Republic,Rape and Mustardseed,0
Dominican Republic,Coconuts - Incl Copra,29.18
Dominican Republic,Sesame seed,0.04
Dominican Republic,Olives (including preserved),0.07
Dominican Republic,"Oilcrops, Other",0
Dominican Republic,Soyabean Oil,11.37
Dominican Republic,Groundnut Oil,0.2
Dominican Republic,Sunflowerseed Oil,0.28
Dominican Republic,Rape and Mustard Oil,0.51
Dominican Republic,Cottonseed Oil,0
Dominican Republic,Palmkernel Oil,0
Dominican Republic,Palm Oil,2.88
Dominican Republic,Coconut Oil,0.68
Dominican Republic,Sesameseed Oil,0
Dominican Republic,Olive Oil,0.26
Dominican Republic,Maize Germ Oil,0.23
Dominican Republic,"Oilcrops Oil, Other",0.5
Dominican Republic,Tomatoes and products,21.85
Dominican Republic,Onions,6.87
Dominican Republic,"Vegetables, other",73.54
Dominican Republic,"Oranges, Mandarines",12.35
Dominican Republic,"Lemons, Limes and products",3.17
Dominican Republic,Grapefruit and products,0.55
Dominican Republic,"Citrus, Other",0.03
Dominican Republic,Bananas,42.03
Dominican Republic,Plantains,86.09
Dominican Republic,Apples and products,2.13
Dominican Republic,Pineapples and products,38.21
Dominican Republic,Dates,0
Dominican Republic,Grapes and products (excl wine),1.29
Dominican Republic,"Fruits, other",163.67
Dominican Republic,Coffee and products,2.02
Dominican Republic,Cocoa Beans and products,0
Dominican Republic,Tea (including mate),0.02
Dominican Republic,Pepper,0.07
Dominican Republic,Pimento,0
Dominican Republic,Cloves,0.04
Dominican Republic,"Spices, Other",0.24
Dominican Republic,Bovine Meat,6.44
Dominican Republic,Mutton & Goat Meat,0.21
Dominican Republic,Poultry Meat,35.46
Dominican Republic,"Meat, Other",0.09
Dominican Republic,"Offals, Edible",3.97
Dominican Republic,"Butter, Ghee",0.38
Dominican Republic,"Fats, Animals, Raw",1.1
Dominican Republic,"Fish, Body Oil",0
Dominican Republic,"Fish, Liver Oil",0
Dominican Republic,Eggs,12.66
Dominican Republic,Milk - Excluding Butter,88.09
Dominican Republic,Freshwater Fish,1.11
Dominican Republic,Demersal Fish,2.42
Dominican Republic,Pelagic Fish,3.76
Dominican Republic,"Marine Fish, Other",0.39
Dominican Republic,Crustaceans,0.5
Dominican Republic,Cephalopods,0.1
Dominican Republic,"Molluscs, Other",0.29
Dominican Republic,"Aquatic Animals, Others",0.01
Dominican Republic,Aquatic Plants,0
Dominican Republic,Infant food,1.49
Dominican Republic,Miscellaneous,0.19
Ecuador,Wheat and products,46.22
Ecuador,Rice and products,58.15
Ecuador,Barley and products,0.01
Ecuador,Maize and products,45.71
Ecuador,Rye and products,0
Ecuador,Oats,3.16
Ecuador,"Cereals, Other",0.15
Ecuador,Cassava and products,3.63
Ecuador,Potatoes and products,16.28
Ecuador,Sweet potatoes,0.26
Ecuador,"Roots, Other",0.87
Ecuador,Sugar cane,0
Ecuador,Sugar non-centrifugal,0
Ecuador,Sugar (Raw Equivalent),18.65
Ecuador,"Sweeteners, Other",56.76
Ecuador,Honey,0.05
Ecuador,Beans,0.52
Ecuador,Peas,0.24
Ecuador,"Pulses, Other and products",1.47
Ecuador,Nuts and products,0.26
Ecuador,Soyabeans,0
Ecuador,Groundnuts,1.72
Ecuador,Sunflower seed,0.11
Ecuador,Rape and Mustardseed,0
Ecuador,Coconuts - Incl Copra,0.27
Ecuador,Sesame seed,0.01
Ecuador,Olives (including preserved),0.05
Ecuador,Soyabean Oil,5.75
Ecuador,Groundnut Oil,0
Ecuador,Sunflowerseed Oil,1.7
Ecuador,Rape and Mustard Oil,0
Ecuador,Cottonseed Oil,0
Ecuador,Palmkernel Oil,0
Ecuador,Palm Oil,7.71
Ecuador,Coconut Oil,0
Ecuador,Sesameseed Oil,0
Ecuador,Olive Oil,0.09
Ecuador,Ricebran Oil,0
Ecuador,Maize Germ Oil,0.02
Ecuador,"Oilcrops Oil, Other",0.99
Ecuador,Tomatoes and products,3.06
Ecuador,Onions,0
Ecuador,"Vegetables, other",17.79
Ecuador,"Oranges, Mandarines",8.85
Ecuador,"Lemons, Limes and products",1.1
Ecuador,Grapefruit and products,0.26
Ecuador,"Citrus, Other",1.04
Ecuador,Bananas,0
Ecuador,Plantains,29.54
Ecuador,Apples and products,3.68
Ecuador,Pineapples and products,0.1
Ecuador,Dates,0
Ecuador,Grapes and products (excl wine),1.21
Ecuador,"Fruits, other",10.51
Ecuador,Coffee and products,0.01
Ecuador,Cocoa Beans and products,0
Ecuador,Tea (including mate),0.05
Ecuador,Pepper,0.01
Ecuador,Pimento,0
Ecuador,Cloves,0
Ecuador,"Spices, Other",0.2
Ecuador,Bovine Meat,13.19
Ecuador,Mutton & Goat Meat,0.3
Ecuador,Poultry Meat,18.55
Ecuador,"Meat, Other",0.06
Ecuador,"Offals, Edible",3.93
Ecuador,"Butter, Ghee",0.13
Ecuador,Cream,0.17
Ecuador,"Fats, Animals, Raw",2.2
Ecuador,"Fish, Body Oil",0
Ecuador,"Fish, Liver Oil",0
Ecuador,Eggs,7.97
Ecuador,Milk - Excluding Butter,99.07
Ecuador,Freshwater Fish,1.33
Ecuador,Demersal Fish,3.31
Ecuador,Pelagic Fish,3.16
Ecuador,"Marine Fish, Other",0.01
Ecuador,Crustaceans,0.46
Ecuador,Cephalopods,0.07
Ecuador,"Molluscs, Other",0.01
Ecuador,"Aquatic Animals, Others",0.01
Ecuador,Aquatic Plants,0
Ecuador,Infant food,0.35
Ecuador,Miscellaneous,1.4
Egypt,Wheat and products,149.21
Egypt,Rice and products,45.98
Egypt,Barley and products,0.01
Egypt,Maize and products,59.54
Egypt,Rye and products,0
Egypt,Oats,0.01
Egypt,Millet and products,0
Egypt,Sorghum and products,6.81
Egypt,"Cereals, Other",0
Egypt,Cassava and products,0
Egypt,Potatoes and products,29.77
Egypt,Sweet potatoes,3.56
Egypt,"Roots, Other",0.94
Egypt,Sugar cane,35.84
Egypt,Sugar (Raw Equivalent),25.89
Egypt,"Sweeteners, Other",0.65
Egypt,Honey,0.02
Egypt,Beans,0.5
Egypt,Peas,0.24
Egypt,"Pulses, Other and products",3.3
Egypt,Nuts and products,0.36
Egypt,Soyabeans,0
Egypt,Groundnuts,0.86
Egypt,Sunflower seed,0
Egypt,Rape and Mustardseed,0
Egypt,Coconuts - Incl Copra,0.08
Egypt,Sesame seed,0.32
Egypt,Olives (including preserved),6.62
Egypt,"Oilcrops, Other",0
Egypt,Soyabean Oil,4.04
Egypt,Groundnut Oil,0.14
Egypt,Sunflowerseed Oil,2
Egypt,Cottonseed Oil,0.01
Egypt,Palmkernel Oil,0.15
Egypt,Palm Oil,0
Egypt,Coconut Oil,0.06
Egypt,Olive Oil,0.24
Egypt,Maize Germ Oil,0.38
Egypt,"Oilcrops Oil, Other",0.48
Egypt,Tomatoes and products,60.51
Egypt,Onions,23.25
Egypt,"Vegetables, other",63.39
Egypt,"Oranges, Mandarines",16.07
Egypt,"Lemons, Limes and products",1.75
Egypt,Grapefruit and products,0
Egypt,"Citrus, Other",0.03
Egypt,Bananas,12.15
Egypt,Plantains,0
Egypt,Apples and products,8.75
Egypt,Pineapples and products,0.05
Egypt,Dates,14.5
Egypt,Grapes and products (excl wine),13.08
Egypt,"Fruits, other",24.32
Egypt,Coffee and products,0.58
Egypt,Cocoa Beans and products,0
Egypt,Tea (including mate),1.07
Egypt,Pepper,0.13
Egypt,Pimento,0.59
Egypt,Cloves,0.01
Egypt,"Spices, Other",0.4
Egypt,Bovine Meat,8.7
Egypt,Mutton & Goat Meat,0.54
Egypt,Poultry Meat,16.57
Egypt,"Meat, Other",0.99
Egypt,"Offals, Edible",4.8
Egypt,"Butter, Ghee",1.17
Egypt,Cream,0.03
Egypt,"Fats, Animals, Raw",0.18
Egypt,"Fish, Body Oil",0
Egypt,"Fish, Liver Oil",0
Egypt,Eggs,4.09
Egypt,Milk - Excluding Butter,30.51
Egypt,Freshwater Fish,15.27
Egypt,Demersal Fish,5.85
Egypt,Pelagic Fish,5.49
Egypt,"Marine Fish, Other",0.34
Egypt,Crustaceans,0.51
Egypt,Cephalopods,0.09
Egypt,"Molluscs, Other",0.06
Egypt,"Aquatic Animals, Others",0
Egypt,Aquatic Plants,0
Egypt,Infant food,0.16
Egypt,Miscellaneous,0
El Salvador,Wheat and products,42.39
El Salvador,Rice and products,14.78
El Salvador,Barley and products,0
El Salvador,Maize and products,82.6
El Salvador,Rye and products,0
El Salvador,Oats,0.38
El Salvador,Sorghum and products,12.18
El Salvador,"Cereals, Other",0.2
El Salvador,Cassava and products,3.58
El Salvador,Potatoes and products,13.12
El Salvador,Sweet potatoes,0.12
El Salvador,"Roots, Other",6.2
El Salvador,Sugar non-centrifugal,0
El Salvador,Sugar (Raw Equivalent),32.19
El Salvador,"Sweeteners, Other",1.92
El Salvador,Honey,0.15
El Salvador,Beans,17.01
El Salvador,Peas,0
El Salvador,"Pulses, Other and products",0.02
El Salvador,Nuts and products,0.28
El Salvador,Soyabeans,0.75
El Salvador,Groundnuts,0.42
El Salvador,Sunflower seed,0.04
El Salvador,Rape and Mustardseed,0
El Salvador,Coconuts - Incl Copra,7.74
El Salvador,Sesame seed,0.21
El Salvador,Olives (including preserved),0.06
El Salvador,Soyabean Oil,1.39
El Salvador,Groundnut Oil,0
El Salvador,Sunflowerseed Oil,0.37
El Salvador,Rape and Mustard Oil,0
El Salvador,Cottonseed Oil,0
El Salvador,Palmkernel Oil,0
El Salvador,Palm Oil,0
El Salvador,Coconut Oil,0.23
El Salvador,Sesameseed Oil,0.01
El Salvador,Olive Oil,0.4
El Salvador,Ricebran Oil,0
El Salvador,Maize Germ Oil,0.09
El Salvador,"Oilcrops Oil, Other",2.37
El Salvador,Tomatoes and products,18.18
El Salvador,Onions,5.68
El Salvador,"Vegetables, other",58.1
El Salvador,"Oranges, Mandarines",11.22
El Salvador,"Lemons, Limes and products",2.34
El Salvador,Grapefruit and products,0.01
El Salvador,"Citrus, Other",0.01
El Salvador,Bananas,10.18
El Salvador,Plantains,14.54
El Salvador,Apples and products,5.38
El Salvador,Pineapples and products,3.79
El Salvador,Dates,0
El Salvador,Grapes and products (excl wine),1.15
El Salvador,"Fruits, other",22.67
El Salvador,Coffee and products,2.25
El Salvador,Cocoa Beans and products,0
El Salvador,Tea (including mate),0.11
El Salvador,Pepper,0.02
El Salvador,Pimento,0.05
El Salvador,Cloves,0
El Salvador,"Spices, Other",0.08
El Salvador,Bovine Meat,8.55
El Salvador,Mutton & Goat Meat,0.02
El Salvador,Poultry Meat,24.59
El Salvador,"Meat, Other",0
El Salvador,"Offals, Edible",1.05
El Salvador,"Butter, Ghee",0.13
El Salvador,Cream,0.01
El Salvador,"Fats, Animals, Raw",0.6
El Salvador,"Fish, Body Oil",0
El Salvador,"Fish, Liver Oil",0
El Salvador,Eggs,8.84
El Salvador,Milk - Excluding Butter,83.88
El Salvador,Freshwater Fish,1.35
El Salvador,Demersal Fish,0.05
El Salvador,Pelagic Fish,4.51
El Salvador,"Marine Fish, Other",0.15
El Salvador,Crustaceans,0.43
El Salvador,Cephalopods,0.06
El Salvador,"Molluscs, Other",0.03
El Salvador,"Aquatic Animals, Others",0
El Salvador,Aquatic Plants,0
El Salvador,Infant food,0.54
El Salvador,Miscellaneous,6.25
Estonia,Wheat and products,40.38
Estonia,Rice and products,2.67
Estonia,Barley and products,5.01
Estonia,Maize and products,9.81
Estonia,Rye and products,13.41
Estonia,Oats,4.8
Estonia,"Cereals, Other",0.93
Estonia,Cassava and products,0
Estonia,Potatoes and products,58.85
Estonia,Sweet potatoes,0.08
Estonia,"Roots, Other",0
Estonia,Sugar (Raw Equivalent),20.16
Estonia,"Sweeteners, Other",34.58
Estonia,Honey,0.84
Estonia,Beans,0.05
Estonia,Peas,5.45
Estonia,"Pulses, Other and products",0.01
Estonia,Nuts and products,2.63
Estonia,Soyabeans,0.19
Estonia,Groundnuts,0.41
Estonia,Rape and Mustardseed,0
Estonia,Coconuts - Incl Copra,0.04
Estonia,Olives (including preserved),0.36
Estonia,Soyabean Oil,0.29
Estonia,Groundnut Oil,0
Estonia,Sunflowerseed Oil,2.81
Estonia,Rape and Mustard Oil,3.7
Estonia,Cottonseed Oil,0
Estonia,Palmkernel Oil,0
Estonia,Palm Oil,0
Estonia,Coconut Oil,0.14
Estonia,Sesameseed Oil,0
Estonia,Olive Oil,0.45
Estonia,Maize Germ Oil,0.75
Estonia,"Oilcrops Oil, Other",4.63
Estonia,Tomatoes and products,12.38
Estonia,Onions,6.47
Estonia,"Vegetables, other",63.31
Estonia,"Oranges, Mandarines",14.43
Estonia,"Lemons, Limes and products",2.04
Estonia,Grapefruit and products,1.64
Estonia,"Citrus, Other",0.16
Estonia,Bananas,14.12
Estonia,Plantains,0
Estonia,Apples and products,14.12
Estonia,Pineapples and products,1.7
Estonia,Dates,0.08
Estonia,Grapes and products (excl wine),4.58
Estonia,"Fruits, other",20.63
Estonia,Coffee and products,4.95
Estonia,Cocoa Beans and products,0
Estonia,Tea (including mate),0.27
Estonia,Pepper,0.22
Estonia,Pimento,0.46
Estonia,Cloves,0.01
Estonia,"Spices, Other",1.45
Estonia,Bovine Meat,7.94
Estonia,Mutton & Goat Meat,0.38
Estonia,Poultry Meat,21.77
Estonia,"Meat, Other",0.13
Estonia,"Offals, Edible",2.86
Estonia,"Butter, Ghee",4.05
Estonia,Cream,21.45
Estonia,"Fats, Animals, Raw",0.46
Estonia,"Fish, Body Oil",0
Estonia,"Fish, Liver Oil",0
Estonia,Eggs,12.92
Estonia,Milk - Excluding Butter,286.24
Estonia,Freshwater Fish,1.36
Estonia,Demersal Fish,7.32
Estonia,Pelagic Fish,2.29
Estonia,"Marine Fish, Other",0
Estonia,Crustaceans,2.93
Estonia,Cephalopods,0.15
Estonia,"Molluscs, Other",0.6
Estonia,"Aquatic Animals, Others",0.01
Estonia,Aquatic Plants,0
Estonia,Infant food,0
Estonia,Miscellaneous,3.46
Eswatini,Wheat and products,35.27
Eswatini,Rice and products,36.14
Eswatini,Barley and products,0
Eswatini,Maize and products,75.27
Eswatini,Oats,0.14
Eswatini,Sorghum and products,2.67
Eswatini,"Cereals, Other",0.37
Eswatini,Cassava and products,0
Eswatini,Potatoes and products,14.8
Eswatini,Sweet potatoes,1.81
Eswatini,"Roots, Other",51.83
Eswatini,Sugar (Raw Equivalent),26.55
Eswatini,"Sweeteners, Other",20.13
Eswatini,Honey,0.01
Eswatini,Beans,1.16
Eswatini,Peas,0.02
Eswatini,"Pulses, Other and products",1.58
Eswatini,Nuts and products,0.83
Eswatini,Soyabeans,0.23
Eswatini,Groundnuts,2.62
Eswatini,Sunflower seed,0.06
Eswatini,Rape and Mustardseed,0
Eswatini,Coconuts - Incl Copra,0.01
Eswatini,Sesame seed,0
Eswatini,Olives (including preserved),0.01
Eswatini,"Oilcrops, Other",0
Eswatini,Soyabean Oil,3.35
Eswatini,Sunflowerseed Oil,1.91
Eswatini,Rape and Mustard Oil,0.03
Eswatini,Cottonseed Oil,0.05
Eswatini,Palm Oil,0.24
Eswatini,Coconut Oil,0.01
Eswatini,Sesameseed Oil,0
Eswatini,Olive Oil,0.08
Eswatini,Maize Germ Oil,0
Eswatini,"Oilcrops Oil, Other",1.79
Eswatini,Tomatoes and products,6.41
Eswatini,Onions,5.33
Eswatini,"Vegetables, other",18.21
Eswatini,"Oranges, Mandarines",30.3
Eswatini,"Lemons, Limes and products",0.01
Eswatini,Grapefruit and products,14.18
Eswatini,"Citrus, Other",0.64
Eswatini,Bananas,0.63
Eswatini,Apples and products,3.14
Eswatini,Pineapples and products,6.65
Eswatini,Dates,0.24
Eswatini,Grapes and products (excl wine),1.17
Eswatini,"Fruits, other",11.07
Eswatini,Coffee and products,0.22
Eswatini,Cocoa Beans and products,0
Eswatini,Tea (including mate),0.49
Eswatini,Pepper,0.03
Eswatini,Pimento,0
Eswatini,Cloves,0
Eswatini,"Spices, Other",1.69
Eswatini,Bovine Meat,16.55
Eswatini,Mutton & Goat Meat,1.86
Eswatini,Poultry Meat,7
Eswatini,"Meat, Other",0.25
Eswatini,"Offals, Edible",2.8
Eswatini,"Butter, Ghee",0.28
Eswatini,"Fats, Animals, Raw",0.93
Eswatini,"Fish, Body Oil",0
Eswatini,"Fish, Liver Oil",0
Eswatini,Eggs,2.12
Eswatini,Milk - Excluding Butter,39.96
Eswatini,Freshwater Fish,0.25
Eswatini,Demersal Fish,0.97
Eswatini,Pelagic Fish,2.34
Eswatini,"Marine Fish, Other",0.66
Eswatini,Crustaceans,0.05
Eswatini,Cephalopods,0.01
Eswatini,"Molluscs, Other",0.02
Eswatini,"Aquatic Animals, Others",0.02
Eswatini,Aquatic Plants,0
Eswatini,Infant food,0.11
Eswatini,Miscellaneous,5.06
Ethiopia,Wheat and products,37.78
Ethiopia,Rice and products,5.04
Ethiopia,Barley and products,17.98
Ethiopia,Maize and products,51.76
Ethiopia,Rye and products,0
Ethiopia,Oats,0.38
Ethiopia,Millet and products,8.09
Ethiopia,Sorghum and products,29.14
Ethiopia,"Cereals, Other",39.95
Ethiopia,Cassava and products,0
Ethiopia,Potatoes and products,7.65
Ethiopia,Sweet potatoes,17.11
Ethiopia,Yams,0.36
Ethiopia,"Roots, Other",8.06
Ethiopia,Sugar cane,0
Ethiopia,Sugar (Raw Equivalent),9.21
Ethiopia,"Sweeteners, Other",0.04
Ethiopia,Honey,0.13
Ethiopia,Beans,2.58
Ethiopia,Peas,4.26
Ethiopia,"Pulses, Other and products",16.66
Ethiopia,Nuts and products,0.53
Ethiopia,Soyabeans,0.46
Ethiopia,Groundnuts,0.18
Ethiopia,Sunflower seed,0
Ethiopia,Rape and Mustardseed,0
Ethiopia,Coconuts - Incl Copra,0
Ethiopia,Sesame seed,0.05
Ethiopia,Olives (including preserved),0
Ethiopia,"Oilcrops, Other",0.02
Ethiopia,Soyabean Oil,0.06
Ethiopia,Groundnut Oil,0.01
Ethiopia,Sunflowerseed Oil,0.12
Ethiopia,Rape and Mustard Oil,0.13
Ethiopia,Cottonseed Oil,0.07
Ethiopia,Palmkernel Oil,0.02
Ethiopia,Palm Oil,1.63
Ethiopia,Coconut Oil,0
Ethiopia,Sesameseed Oil,0
Ethiopia,Olive Oil,0.01
Ethiopia,Ricebran Oil,0
Ethiopia,Maize Germ Oil,0
Ethiopia,"Oilcrops Oil, Other",0.98
Ethiopia,Tomatoes and products,0.09
Ethiopia,Onions,2.73
Ethiopia,"Vegetables, other",10.6
Ethiopia,"Oranges, Mandarines",0.46
Ethiopia,"Lemons, Limes and products",0.06
Ethiopia,Grapefruit and products,0.03
Ethiopia,"Citrus, Other",0.03
Ethiopia,Bananas,4.35
Ethiopia,Apples and products,0.01
Ethiopia,Pineapples and products,0.03
Ethiopia,Dates,0.03
Ethiopia,Grapes and products (excl wine),0.05
Ethiopia,"Fruits, other",3.57
Ethiopia,Coffee and products,1.92
Ethiopia,Cocoa Beans and products,0
Ethiopia,Tea (including mate),0.08
Ethiopia,Pepper,0.03
Ethiopia,Pimento,2.17
Ethiopia,Cloves,0
Ethiopia,"Spices, Other",2.19
Ethiopia,Bovine Meat,3.63
Ethiopia,Mutton & Goat Meat,2.28
Ethiopia,Poultry Meat,0.53
Ethiopia,"Meat, Other",1.12
Ethiopia,"Offals, Edible",1.34
Ethiopia,"Butter, Ghee",0.17
Ethiopia,Cream,0
Ethiopia,"Fats, Animals, Raw",0.24
Ethiopia,"Fish, Body Oil",0
Ethiopia,"Fish, Liver Oil",0
Ethiopia,Eggs,0.38
Ethiopia,Milk - Excluding Butter,32.11
Ethiopia,Freshwater Fish,0.53
Ethiopia,Demersal Fish,0
Ethiopia,Pelagic Fish,0.03
Ethiopia,"Marine Fish, Other",0
Ethiopia,Crustaceans,0
Ethiopia,Cephalopods,0
Ethiopia,"Molluscs, Other",0
Ethiopia,"Aquatic Animals, Others",0
Ethiopia,Aquatic Plants,0
Ethiopia,Infant food,0.01
Ethiopia,Miscellaneous,0.2
Fiji,Wheat and products,83.63
Fiji,Rice and products,63.93
Fiji,Barley and products,0.06
Fiji,Maize and products,2.8
Fiji,Rye and products,0
Fiji,Oats,0.43
Fiji,"Cereals, Other",0.66
Fiji,Cassava and products,44.56
Fiji,Potatoes and products,26.07
Fiji,Sweet potatoes,9.66
Fiji,Yams,3.74
Fiji,"Roots, Other",59.08
Fiji,Sugar (Raw Equivalent),21.98
Fiji,"Sweeteners, Other",100.13
Fiji,Honey,0.27
Fiji,Beans,0.06
Fiji,Peas,7.04
Fiji,"Pulses, Other and products",2.42
Fiji,Nuts and products,0.42
Fiji,Soyabeans,1.08
Fiji,Groundnuts,1.26
Fiji,Sunflower seed,0
Fiji,Rape and Mustardseed,0
Fiji,Coconuts - Incl Copra,26.98
Fiji,Sesame seed,0.01
Fiji,Olives (including preserved),0.02
Fiji,"Oilcrops, Other",0.04
