Area,Item,Value
Slovenia,Sesame seed,0.05
Slovenia,Olives (including preserved),0.57
Slovenia,"Oilcrops, Other",0.06
Slovenia,Soyabean Oil,1.95
Slovenia,Groundnut Oil,0.05
Slovenia,Sunflowerseed Oil,3.42
Slovenia,Rape and Mustard Oil,0
Slovenia,Palm Oil,0
Slovenia,Sesameseed Oil,0.03
Slovenia,Olive Oil,0.91
Slovenia,Maize Germ Oil,1.5
Slovenia,"Oilcrops Oil, Other",0.29
Slovenia,Tomatoes and products,10.38
Slovenia,Onions,8.03
Slovenia,"Vegetables, other",80.91
Slovenia,"Oranges, Mandarines",8.06
Slovenia,"Lemons, Limes and products",2.02
Slovenia,Grapefruit and products,0.43
Slovenia,"Citrus, Other",0.39
Slovenia,Bananas,12.53
Slovenia,Plantains,0
Slovenia,Apples and products,24.82
Slovenia,Pineapples and products,1.21
Slovenia,Dates,0.16
Slovenia,Grapes and products (excl wine),38.57
Slovenia,"Fruits, other",15.93
Slovenia,Coffee and products,4.67
Slovenia,Cocoa Beans and products,0
Slovenia,Tea (including mate),0.13
Slovenia,Pepper,0.09
Slovenia,Pimento,0.11
Slovenia,Cloves,0
Slovenia,"Spices, Other",0.24
Slovenia,Bovine Meat,14.77
Slovenia,Mutton & Goat Meat,0.82
Slovenia,Poultry Meat,29.13
Slovenia,"Meat, Other",0.53
Slovenia,"Offals, Edible",2.95
Slovenia,"Butter, Ghee",2.25
Slovenia,Cream,7.67
Slovenia,"Fats, Animals, Raw",1.81
Slovenia,"Fish, Body Oil",0
Slovenia,"Fish, Liver Oil",0
Slovenia,Eggs,10.01
Slovenia,Milk - Excluding Butter,172.07
Slovenia,Freshwater Fish,2.47
Slovenia,Demersal Fish,2.93
Slovenia,Pelagic Fish,3.59
Slovenia,"Marine Fish, Other",0.5
Slovenia,Crustaceans,0.67
Slovenia,Cephalopods,2
Slovenia,"Molluscs, Other",1.04
Slovenia,"Aquatic Animals, Others",0.01
Slovenia,Aquatic Plants,0
Slovenia,Infant food,0
Slovenia,Miscellaneous,9.05
Solomon Islands,Wheat and products,27.91
Solomon Islands,Rice and products,84.51
Solomon Islands,Barley and products,0.01
Solomon Islands,Maize and products,0.1
Solomon Islands,"Cereals, Other",0.89
Solomon Islands,Cassava and products,4.48
Solomon Islands,Potatoes and products,0.53
Solomon Islands,Sweet potatoes,156.15
Solomon Islands,Yams,69.55
Solomon Islands,"Roots, Other",65.4
Solomon Islands,Sugar (Raw Equivalent),10.03
Solomon Islands,"Sweeteners, Other",6.43
Solomon Islands,Beans,0
Solomon Islands,Peas,0
Solomon Islands,"Pulses, Other and products",8.84
Solomon Islands,Nuts and products,0.43
Solomon Islands,Soyabeans,0.27
Solomon Islands,Groundnuts,0.22
Solomon Islands,Rape and Mustardseed,0
Solomon Islands,Coconuts - Incl Copra,62.74
Solomon Islands,Sesame seed,0
Solomon Islands,Olives (including preserved),0
Solomon Islands,"Oilcrops, Other",0
Solomon Islands,Soyabean Oil,3.36
Solomon Islands,Groundnut Oil,0
Solomon Islands,Sunflowerseed Oil,0
Solomon Islands,Rape and Mustard Oil,0
Solomon Islands,Palmkernel Oil,0
Solomon Islands,Palm Oil,2.64
Solomon Islands,Coconut Oil,0.87
Solomon Islands,Sesameseed Oil,0
Solomon Islands,Olive Oil,0.01
Solomon Islands,"Oilcrops Oil, Other",0.41
Solomon Islands,Tomatoes and products,0.01
Solomon Islands,Onions,0.25
Solomon Islands,"Vegetables, other",12.67
Solomon Islands,"Oranges, Mandarines",0.11
Solomon Islands,"Lemons, Limes and products",0
Solomon Islands,Grapefruit and products,0
Solomon Islands,Bananas,0.43
Solomon Islands,Apples and products,0.26
Solomon Islands,Pineapples and products,0.03
Solomon Islands,Dates,0
Solomon Islands,Grapes and products (excl wine),0.02
Solomon Islands,"Fruits, other",38.76
Solomon Islands,Coffee and products,0.22
Solomon Islands,Cocoa Beans and products,0.29
Solomon Islands,Tea (including mate),0.41
Solomon Islands,Pepper,0
Solomon Islands,Pimento,0
Solomon Islands,"Spices, Other",0.34
Solomon Islands,Bovine Meat,1.89
Solomon Islands,Mutton & Goat Meat,0.05
Solomon Islands,Poultry Meat,5.58
Solomon Islands,"Meat, Other",0.05
Solomon Islands,"Offals, Edible",0.49
Solomon Islands,"Butter, Ghee",0.08
Solomon Islands,Cream,0.02
Solomon Islands,"Fats, Animals, Raw",1.31
Solomon Islands,"Fish, Body Oil",0
Solomon Islands,"Fish, Liver Oil",0
Solomon Islands,Eggs,0.97
Solomon Islands,Milk - Excluding Butter,3.85
Solomon Islands,Freshwater Fish,0.01
Solomon Islands,Demersal Fish,0.01
Solomon Islands,Pelagic Fish,18.52
Solomon Islands,"Marine Fish, Other",9.92
Solomon Islands,Crustaceans,0.08
Solomon Islands,Cephalopods,0.01
Solomon Islands,"Molluscs, Other",0.07
Solomon Islands,"Aquatic Animals, Others",0.15
Solomon Islands,Aquatic Plants,0
Solomon Islands,Infant food,0.01
Solomon Islands,Miscellaneous,5.9
South Africa,Wheat and products,57.83
South Africa,Rice and products,20.73
South Africa,Barley and products,0
South Africa,Maize and products,83.39
South Africa,Rye and products,0.03
South Africa,Oats,1.33
South Africa,Millet and products,0.07
South Africa,Sorghum and products,0.89
South Africa,"Cereals, Other",0.81
South Africa,Cassava and products,0
South Africa,Potatoes and products,32.94
South Africa,Sweet potatoes,1.28
South Africa,Yams,0
South Africa,"Roots, Other",0
South Africa,Sugar (Raw Equivalent),29.8
South Africa,"Sweeteners, Other",9.43
South Africa,Honey,0.06
South Africa,Beans,0.89
South Africa,Peas,0.1
South Africa,"Pulses, Other and products",0.24
South Africa,Nuts and products,0.15
South Africa,Soyabeans,0.41
South Africa,Groundnuts,0.99
South Africa,Sunflower seed,0.03
South Africa,Rape and Mustardseed,0
South Africa,Coconuts - Incl Copra,0.1
South Africa,Olives (including preserved),0.02
South Africa,"Oilcrops, Other",0
South Africa,Soyabean Oil,4.44
South Africa,Groundnut Oil,0
South Africa,Sunflowerseed Oil,6.09
South Africa,Cottonseed Oil,0.02
South Africa,Palmkernel Oil,0.29
South Africa,Palm Oil,3.42
South Africa,Coconut Oil,0.08
South Africa,Sesameseed Oil,0.01
South Africa,Olive Oil,0.08
South Africa,Maize Germ Oil,1.42
South Africa,"Oilcrops Oil, Other",1.11
South Africa,Tomatoes and products,9.48
South Africa,Onions,8.95
South Africa,"Vegetables, other",19.6
South Africa,"Oranges, Mandarines",4.07
South Africa,"Lemons, Limes and products",0.6
South Africa,Grapefruit and products,1.37
South Africa,"Citrus, Other",0.07
South Africa,Bananas,8.69
South Africa,Plantains,0
South Africa,Apples and products,1.34
South Africa,Pineapples and products,0.89
South Africa,Dates,0.01
South Africa,Grapes and products (excl wine),2.92
South Africa,"Fruits, other",4.65
South Africa,Coffee and products,0.94
South Africa,Cocoa Beans and products,0
South Africa,Tea (including mate),0.33
South Africa,Pepper,0
South Africa,Pimento,0.34
South Africa,Cloves,0.01
South Africa,"Spices, Other",0.11
South Africa,Bovine Meat,17.52
South Africa,Mutton & Goat Meat,2.9
South Africa,Poultry Meat,37.2
South Africa,"Meat, Other",0.79
South Africa,"Offals, Edible",7.7
South Africa,"Butter, Ghee",0.28
South Africa,Cream,0.04
South Africa,"Fats, Animals, Raw",0.19
South Africa,"Fish, Body Oil",0
South Africa,"Fish, Liver Oil",0
South Africa,Eggs,7.14
South Africa,Milk - Excluding Butter,51.55
South Africa,Freshwater Fish,0.3
South Africa,Demersal Fish,2.61
South Africa,Pelagic Fish,2.93
South Africa,"Marine Fish, Other",0.15
South Africa,Crustaceans,0.31
South Africa,Cephalopods,0.14
South Africa,"Molluscs, Other",0.11
South Africa,"Aquatic Animals, Others",0
South Africa,Aquatic Plants,0
South Africa,Infant food,0
South Africa,Miscellaneous,0
South Sudan,Wheat and products,3.5
South Sudan,Rice and products,3.5
South Sudan,Barley and products,0.1
South Sudan,Maize and products,14.71
South Sudan,Rye and products,0
South Sudan,Oats,0.13
South Sudan,Millet and products,0.43
South Sudan,Sorghum and products,55.15
South Sudan,"Cereals, Other",0.56
South Sudan,Cassava and products,98.54
South Sudan,Potatoes and products,0.09
South Sudan,Sweet potatoes,0
South Sudan,Yams,4.32
South Sudan,"Roots, Other",0.07
South Sudan,Sugar cane,0
South Sudan,Sugar (Raw Equivalent),7.12
South Sudan,"Sweeteners, Other",1.11
South Sudan,Honey,0
South Sudan,Beans,2.03
South Sudan,Peas,0.25
South Sudan,"Pulses, Other and products",2.79
South Sudan,Nuts and products,0.01
South Sudan,Soyabeans,0
South Sudan,Groundnuts,2.79
South Sudan,Sunflower seed,4.39
South Sudan,Rape and Mustardseed,0
South Sudan,Cottonseed,0
South Sudan,Coconuts - Incl Copra,0
South Sudan,Sesame seed,10.2
South Sudan,Olives (including preserved),0
South Sudan,"Oilcrops, Other",1.51
South Sudan,Soyabean Oil,0
South Sudan,Groundnut Oil,1.36
South Sudan,Sunflowerseed Oil,0.02
South Sudan,Rape and Mustard Oil,0
South Sudan,Cottonseed Oil,0
South Sudan,Palmkernel Oil,0
South Sudan,Palm Oil,1.74
South Sudan,Coconut Oil,0
South Sudan,Sesameseed Oil,1.91
South Sudan,Olive Oil,0
South Sudan,Maize Germ Oil,0.01
South Sudan,"Oilcrops Oil, Other",1.89
South Sudan,Tomatoes and products,0.1
South Sudan,Onions,0.18
South Sudan,"Vegetables, other",45.79
South Sudan,"Oranges, Mandarines",1.39
South Sudan,"Lemons, Limes and products",0
South Sudan,Grapefruit and products,0
South Sudan,"Citrus, Other",0
South Sudan,Bananas,0.01
South Sudan,Plantains,0.08
South Sudan,Apples and products,0.25
South Sudan,Pineapples and products,0.36
South Sudan,Grapes and products (excl wine),0.03
South Sudan,"Fruits, other",39.38
South Sudan,Coffee and products,0.09
South Sudan,Cocoa Beans and products,0
South Sudan,Tea (including mate),0.16
South Sudan,Pepper,0
South Sudan,Pimento,0.58
South Sudan,Cloves,0
South Sudan,"Spices, Other",0.06
South Sudan,Bovine Meat,13.26
South Sudan,Mutton & Goat Meat,4.47
South Sudan,Poultry Meat,7.7
South Sudan,"Meat, Other",0.9
South Sudan,"Offals, Edible",2.94
South Sudan,"Butter, Ghee",0
South Sudan,Cream,0
South Sudan,"Fats, Animals, Raw",0.46
South Sudan,Eggs,0.02
South Sudan,Milk - Excluding Butter,183.26
South Sudan,Freshwater Fish,2.93
South Sudan,Demersal Fish,0.02
South Sudan,Pelagic Fish,0.01
South Sudan,"Marine Fish, Other",0
South Sudan,Crustaceans,0
South Sudan,Cephalopods,0
South Sudan,"Molluscs, Other",0
South Sudan,Aquatic Plants,0
South Sudan,Infant food,0.01
South Sudan,Miscellaneous,0.94
Spain,Wheat and products,96.97
Spain,Rice and products,11.61
Spain,Barley and products,0.48
Spain,Maize and products,2.21
Spain,Rye and products,1
Spain,Oats,0.77
Spain,Sorghum and products,0
Spain,"Cereals, Other",0.03
Spain,Potatoes and products,60.26
Spain,Sweet potatoes,0
Spain,Yams,0
Spain,"Roots, Other",0
Spain,Sugar (Raw Equivalent),30.1
Spain,"Sweeteners, Other",1.69
Spain,Honey,0.71
Spain,Beans,1.13
Spain,Peas,0.93
Spain,"Pulses, Other and products",3.66
Spain,Nuts and products,11.38
Spain,Soyabeans,0.14
Spain,Groundnuts,1.37
Spain,Sunflower seed,0.81
Spain,Rape and Mustardseed,0
Spain,Coconuts - Incl Copra,0.27
Spain,Sesame seed,0.12
Spain,Olives (including preserved),2.25
Spain,"Oilcrops, Other",0
Spain,Soyabean Oil,3.41
Spain,Groundnut Oil,0
Spain,Sunflowerseed Oil,11.57
Spain,Rape and Mustard Oil,0.11
Spain,Cottonseed Oil,0.25
Spain,Palmkernel Oil,0.08
Spain,Sesameseed Oil,0.01
Spain,Olive Oil,11.34
Spain,Maize Germ Oil,0.54
Spain,"Oilcrops Oil, Other",3.21
Spain,Tomatoes and products,53.52
Spain,Onions,20.16
Spain,"Vegetables, other",46.35
Spain,"Oranges, Mandarines",25.83
Spain,"Lemons, Limes and products",2.06
Spain,Grapefruit and products,0.16
Spain,"Citrus, Other",0.46
Spain,Bananas,6.63
Spain,Plantains,0.55
Spain,Apples and products,10.89
Spain,Pineapples and products,4.06
Spain,Dates,0.2
Spain,Grapes and products (excl wine),11.49
Spain,"Fruits, other",28.97
Spain,Coffee and products,3.54
Spain,Cocoa Beans and products,0
Spain,Tea (including mate),0.19
Spain,Pepper,0.06
Spain,Pimento,0
Spain,Cloves,0
Spain,"Spices, Other",0.15
Spain,Bovine Meat,13.42
Spain,Mutton & Goat Meat,2.05
Spain,Poultry Meat,33.34
Spain,"Meat, Other",1.56
Spain,"Offals, Edible",3.93
Spain,"Butter, Ghee",1.31
Spain,Cream,1.19
Spain,"Fats, Animals, Raw",0.89
Spain,"Fish, Body Oil",0
Spain,"Fish, Liver Oil",0
Spain,Eggs,14.43
Spain,Milk - Excluding Butter,165.08
Spain,Freshwater Fish,3.03
Spain,Demersal Fish,13.11
Spain,Pelagic Fish,12.12
Spain,"Marine Fish, Other",0.69
Spain,Crustaceans,3.4
Spain,Cephalopods,3.4
Spain,"Molluscs, Other",5.06
Spain,"Aquatic Animals, Others",0.02
Spain,Aquatic Plants,0
Spain,Miscellaneous,0
Sri Lanka,Wheat and products,44.13
Sri Lanka,Rice and products,180.72
Sri Lanka,Barley and products,0.03
Sri Lanka,Maize and products,8.75
Sri Lanka,Rye and products,0
Sri Lanka,Oats,0
Sri Lanka,Millet and products,0.21
Sri Lanka,Sorghum and products,0.01
Sri Lanka,"Cereals, Other",0
Sri Lanka,Cassava and products,8.68
Sri Lanka,Potatoes and products,10.24
Sri Lanka,Sweet potatoes,1.22
Sri Lanka,"Roots, Other",0
Sri Lanka,Sugar cane,5.95
Sri Lanka,Sugar beet,0
Sri Lanka,Sugar non-centrifugal,0.12
Sri Lanka,Sugar (Raw Equivalent),28.33
Sri Lanka,"Sweeteners, Other",3.42
Sri Lanka,Honey,0.01
Sri Lanka,Beans,1.2
Sri Lanka,Peas,1.71
Sri Lanka,"Pulses, Other and products",9.15
Sri Lanka,Nuts and products,2.27
Sri Lanka,Soyabeans,0
Sri Lanka,Groundnuts,0.02
Sri Lanka,Rape and Mustardseed,0
Sri Lanka,Coconuts - Incl Copra,63.59
Sri Lanka,Sesame seed,0.23
Sri Lanka,Olives (including preserved),0.01
Sri Lanka,Soyabean Oil,0.07
Sri Lanka,Groundnut Oil,0.03
Sri Lanka,Sunflowerseed Oil,0.04
Sri Lanka,Rape and Mustard Oil,0.01
Sri Lanka,Cottonseed Oil,0
Sri Lanka,Palmkernel Oil,0.22
Sri Lanka,Palm Oil,1.4
Sri Lanka,Coconut Oil,1.36
Sri Lanka,Sesameseed Oil,0.03
Sri Lanka,Olive Oil,0.01
Sri Lanka,Ricebran Oil,0.42
Sri Lanka,Maize Germ Oil,0.01
Sri Lanka,"Oilcrops Oil, Other",0.49
Sri Lanka,Tomatoes and products,3.68
Sri Lanka,Onions,15.24
Sri Lanka,"Vegetables, other",30.45
Sri Lanka,"Oranges, Mandarines",1.2
Sri Lanka,"Lemons, Limes and products",0.35
Sri Lanka,Grapefruit and products,0
Sri Lanka,"Citrus, Other",0.07
Sri Lanka,Plantains,23.61
Sri Lanka,Apples and products,1.25
Sri Lanka,Pineapples and products,1.64
Sri Lanka,Dates,0.37
Sri Lanka,Grapes and products (excl wine),0.73
Sri Lanka,"Fruits, other",5.83
Sri Lanka,Coffee and products,0.25
Sri Lanka,Cocoa Beans and products,0
Sri Lanka,Tea (including mate),0.15
Sri Lanka,Pepper,0.73
Sri Lanka,Pimento,2.13
Sri Lanka,Cloves,0.03
Sri Lanka,"Spices, Other",2.34
Sri Lanka,Bovine Meat,1.19
Sri Lanka,Mutton & Goat Meat,0.11
Sri Lanka,Poultry Meat,8.73
Sri Lanka,"Meat, Other",0
Sri Lanka,"Offals, Edible",0.23
Sri Lanka,"Butter, Ghee",0.08
Sri Lanka,Cream,0.01
Sri Lanka,"Fats, Animals, Raw",0.04
Sri Lanka,"Fish, Body Oil",0
Sri Lanka,"Fish, Liver Oil",0
Sri Lanka,Eggs,4.5
Sri Lanka,Milk - Excluding Butter,15.22
Sri Lanka,Freshwater Fish,4.35
Sri Lanka,Demersal Fish,2.19
Sri Lanka,Pelagic Fish,19.1
Sri Lanka,"Marine Fish, Other",1.79
Sri Lanka,Crustaceans,1.1
Sri Lanka,Cephalopods,0.43
Sri Lanka,"Molluscs, Other",0.06
Sri Lanka,"Aquatic Animals, Others",0.05
Sri Lanka,Aquatic Plants,0
Sri Lanka,Infant food,0.07
Sri Lanka,Miscellaneous,0
Sudan,Wheat and products,68.71
Sudan,Rice and products,3.61
Sudan,Barley and products,0
Sudan,Maize and products,1.1
Sudan,Rye and products,0.02
Sudan,Oats,0
Sudan,Millet and products,16.77
Sudan,Sorghum and products,65.4
Sudan,"Cereals, Other",0
Sudan,Cassava and products,0
Sudan,Potatoes and products,5.76
Sudan,Sweet potatoes,5.57
Sudan,Yams,3.66
Sudan,"Roots, Other",0
Sudan,Sugar cane,1.89
Sudan,Sugar non-centrifugal,0
Sudan,Sugar (Raw Equivalent),28.13
Sudan,"Sweeteners, Other",0.42
Sudan,Honey,0.01
Sudan,Beans,0.17
Sudan,Peas,0.09
Sudan,"Pulses, Other and products",9.9
Sudan,Nuts and products,0
Sudan,Soyabeans,0
Sudan,Groundnuts,9.73
Sudan,Sunflower seed,0
Sudan,Rape and Mustardseed,0
Sudan,Coconuts - Incl Copra,0.01
Sudan,Sesame seed,0.65
Sudan,Olives (including preserved),0.01
Sudan,"Oilcrops, Other",0.7
Sudan,Soyabean Oil,0
Sudan,Groundnut Oil,3.62
Sudan,Sunflowerseed Oil,2.6
Sudan,Rape and Mustard Oil,0
Sudan,Cottonseed Oil,0.22
Sudan,Palmkernel Oil,0.03
Sudan,Palm Oil,1.76
Sudan,Coconut Oil,0
Sudan,Sesameseed Oil,0.54
Sudan,Olive Oil,0.01
Sudan,Ricebran Oil,0
Sudan,Maize Germ Oil,0
Sudan,"Oilcrops Oil, Other",0.18
Sudan,Tomatoes and products,15.36
Sudan,Onions,41.05
Sudan,"Vegetables, other",27.63
Sudan,"Oranges, Mandarines",3.85
Sudan,"Lemons, Limes and products",6.94
Sudan,Grapefruit and products,5.4
Sudan,"Citrus, Other",0
Sudan,Bananas,19.56
Sudan,Plantains,0
Sudan,Apples and products,0.1
Sudan,Pineapples and products,0.1
Sudan,Dates,9.15
Sudan,Grapes and products (excl wine),0.12
Sudan,"Fruits, other",18.88
Sudan,Coffee and products,0.82
Sudan,Cocoa Beans and products,0
Sudan,Tea (including mate),0.51
Sudan,Pepper,0.02
Sudan,Pimento,0.19
Sudan,Cloves,0
Sudan,"Spices, Other",0.1
Sudan,Bovine Meat,8.1
Sudan,Mutton & Goat Meat,7.46
Sudan,Poultry Meat,1.76
Sudan,"Meat, Other",3.41
Sudan,"Offals, Edible",3.24
Sudan,"Butter, Ghee",0.01
Sudan,Cream,0
Sudan,"Fats, Animals, Raw",0.58
Sudan,"Fish, Body Oil",0
Sudan,"Fish, Liver Oil",0
Sudan,Eggs,1.36
Sudan,Milk - Excluding Butter,92.43
Sudan,Freshwater Fish,1.08
Sudan,Demersal Fish,0
Sudan,Pelagic Fish,0.04
Sudan,"Marine Fish, Other",0.04
Sudan,Crustaceans,0
Sudan,Cephalopods,0
Sudan,"Molluscs, Other",0
Sudan,"Aquatic Animals, Others",0
Sudan,Aquatic Plants,0
Sudan,Infant food,0.01
Sudan,Miscellaneous,0.67
Suriname,Wheat and products,58.81
Suriname,Rice and products,103.52
Suriname,Barley and products,0
Suriname,Maize and products,1.87
Suriname,Rye and products,0
Suriname,Oats,0.54
Suriname,"Cereals, Other",0.09
Suriname,Cassava and products,10.49
Suriname,Potatoes and products,13.68
Suriname,Sweet potatoes,0.71
Suriname,"Roots, Other",0.84
Suriname,Sugar cane,4.3
Suriname,Sugar (Raw Equivalent),40.5
Suriname,"Sweeteners, Other",21.64
Suriname,Honey,0.11
Suriname,Beans,0.48
Suriname,Peas,1.3
Suriname,"Pulses, Other and products",0.16
Suriname,Nuts and products,0.17
Suriname,Soyabeans,0.02
Suriname,Groundnuts,1.7
Suriname,Sunflower seed,0
Suriname,Rape and Mustardseed,0
Suriname,Coconuts - Incl Copra,1.89
Suriname,Sesame seed,0.01
Suriname,Olives (including preserved),0.07
Suriname,Soyabean Oil,7.71
Suriname,Groundnut Oil,0
Suriname,Sunflowerseed Oil,2.67
Suriname,Palm Oil,0.69
Suriname,Coconut Oil,0.69
Suriname,Sesameseed Oil,0
Suriname,Olive Oil,0.07
Suriname,Maize Germ Oil,0.03
Suriname,"Oilcrops Oil, Other",1.93
Suriname,Tomatoes and products,2.92
Suriname,Onions,9.2
Suriname,"Vegetables, other",46.76
Suriname,"Oranges, Mandarines",29.9
Suriname,"Lemons, Limes and products",0.39
Suriname,Grapefruit and products,2.41
Suriname,"Citrus, Other",5.87
Suriname,Bananas,9.65
Suriname,Plantains,19.44
Suriname,Apples and products,1.04
Suriname,Pineapples and products,6.45
Suriname,Dates,0.03
Suriname,Grapes and products (excl wine),0.92
Suriname,"Fruits, other",14.35
Suriname,Coffee and products,0.59
Suriname,Cocoa Beans and products,0
Suriname,Tea (including mate),0.43
Suriname,Pepper,0.02
Suriname,Pimento,0.11
Suriname,Cloves,0
Suriname,"Spices, Other",0.59
Suriname,Bovine Meat,4.41
Suriname,Mutton & Goat Meat,0.03
Suriname,Poultry Meat,50.79
Suriname,"Meat, Other",0.17
Suriname,"Offals, Edible",0.67
Suriname,"Butter, Ghee",0.14
Suriname,Cream,0.02
Suriname,"Fats, Animals, Raw",0.52
Suriname,Eggs,6.67
Suriname,Milk - Excluding Butter,11.83
Suriname,Freshwater Fish,0.92
Suriname,Demersal Fish,1.01
Suriname,Pelagic Fish,6.45
Suriname,"Marine Fish, Other",5.4
Suriname,Crustaceans,2.87
Suriname,Cephalopods,0
Suriname,"Molluscs, Other",0
Suriname,Aquatic Plants,0
Suriname,Infant food,1.27
Suriname,Miscellaneous,12.01
Sweden,Wheat and products,92.06
Sweden,Rice and products,6.78
Sweden,Barley and products,2.1
Sweden,Maize and products,2.73
Sweden,Rye and products,9.04
Sweden,Oats,2
Sweden,"Cereals, Other",0.34
Sweden,Potatoes and products,53.76
Sweden,Sweet potatoes,0.12
Sweden,Yams,0
Sweden,"Roots, Other",0
Sweden,Sugar cane,0
Sweden,Sugar (Raw Equivalent),33.42
Sweden,"Sweeteners, Other",12.57
Sweden,Honey,0.48
Sweden,Beans,0.15
Sweden,Peas,1.71
Sweden,"Pulses, Other and products",0.32
Sweden,Nuts and products,1.96
Sweden,Soyabeans,0.34
Sweden,Groundnuts,1.21
Sweden,Rape and Mustardseed,0
Sweden,Coconuts - Incl Copra,0.16
Sweden,Sesame seed,0.14
Sweden,Olives (including preserved),1.1
Sweden,"Oilcrops, Other",0.01
Sweden,Soyabean Oil,0.02
Sweden,Groundnut Oil,0.01
Sweden,Sunflowerseed Oil,3.28
Sweden,Rape and Mustard Oil,2.33
Sweden,Cottonseed Oil,0.03
Sweden,Palmkernel Oil,0
Sweden,Palm Oil,0
Sweden,Coconut Oil,0
Sweden,Sesameseed Oil,0.01
Sweden,Olive Oil,0.89
Sweden,Maize Germ Oil,0.06
Sweden,"Oilcrops Oil, Other",1.63
Sweden,Tomatoes and products,15.68
Sweden,Onions,7.59
Sweden,"Vegetables, other",61.37
Sweden,"Oranges, Mandarines",16.02
Sweden,"Lemons, Limes and products",2.85
Sweden,Grapefruit and products,0.54
Sweden,"Citrus, Other",0.63
Sweden,Bananas,6.77
Sweden,Plantains,0.16
Sweden,Apples and products,6.96
Sweden,Pineapples and products,1.54
Sweden,Dates,0.32
Sweden,Grapes and products (excl wine),2.82
Sweden,"Fruits, other",21.26
Sweden,Coffee and products,10.06
Sweden,Cocoa Beans and products,0
Sweden,Tea (including mate),0.35
Sweden,Pepper,0.17
Sweden,Pimento,0.18
Sweden,Cloves,0.01
Sweden,"Spices, Other",0.73
Sweden,Bovine Meat,23.9
Sweden,Mutton & Goat Meat,1.3
Sweden,Poultry Meat,16.31
Sweden,"Meat, Other",0.22
Sweden,"Offals, Edible",6.38
Sweden,"Butter, Ghee",5.08
Sweden,Cream,10.67
Sweden,"Fats, Animals, Raw",1.05
Sweden,"Fish, Body Oil",0
Sweden,"Fish, Liver Oil",0
Sweden,Eggs,14.68
Sweden,Milk - Excluding Butter,204.24
Sweden,Freshwater Fish,8.78
Sweden,Demersal Fish,9.18
Sweden,Pelagic Fish,5.34
Sweden,"Marine Fish, Other",0.71
Sweden,Crustaceans,7.45
Sweden,Cephalopods,0.08
Sweden,"Molluscs, Other",0.85
Sweden,"Aquatic Animals, Others",0
Sweden,Aquatic Plants,0
Sweden,Infant food,0.34
Sweden,Miscellaneous,8.27
Switzerland,Wheat and products,95.01
Switzerland,Rice and products,2.54
Switzerland,Barley and products,1.54
Switzerland,Maize and products,0.87
Switzerland,Rye and products,0.84
Switzerland,Oats,2.47
Switzerland,Millet and products,0
Switzerland,"Cereals, Other",0.92
Switzerland,Potatoes and products,47.52
Switzerland,Sweet potatoes,0.14
Switzerland,Yams,0.02
Switzerland,"Roots, Other",0.04
Switzerland,Sugar (Raw Equivalent),39.34
Switzerland,"Sweeteners, Other",5.64
Switzerland,Honey,1.15
Switzerland,Beans,0.26
Switzerland,Peas,1.29
Switzerland,"Pulses, Other and products",0.37
Switzerland,Nuts and products,4.56
Switzerland,Soyabeans,0.25
Switzerland,Groundnuts,0.43
Switzerland,Rape and Mustardseed,0
Switzerland,Coconuts - Incl Copra,0.21
Switzerland,Sesame seed,0.14
Switzerland,Olives (including preserved),0.84
Switzerland,"Oilcrops, Other",0.01
Switzerland,Soyabean Oil,0.95
Switzerland,Groundnut Oil,0.94
Switzerland,Sunflowerseed Oil,5.63
Switzerland,Rape and Mustard Oil,4.61
Switzerland,Cottonseed Oil,0
Switzerland,Palmkernel Oil,0.31
Switzerland,Coconut Oil,1.05
Switzerland,Sesameseed Oil,0.06
Switzerland,Olive Oil,1.76
Switzerland,"Oilcrops Oil, Other",7.74
Switzerland,Tomatoes and products,13.88
Switzerland,Onions,5.52
Switzerland,"Vegetables, other",69.31
Switzerland,"Oranges, Mandarines",16
Switzerland,"Lemons, Limes and products",1.87
Switzerland,Grapefruit and products,1.02
Switzerland,"Citrus, Other",0.55
Switzerland,Bananas,10.92
Switzerland,Plantains,0.18
Switzerland,Apples and products,13.06
Switzerland,Pineapples and products,1.82
Switzerland,Dates,0.3
Switzerland,Grapes and products (excl wine),2.79
Switzerland,"Fruits, other",31.03
Switzerland,Coffee and products,9.25
Switzerland,Cocoa Beans and products,0
Switzerland,Tea (including mate),0.35
Switzerland,Pepper,0.1
Switzerland,Pimento,0.21
Switzerland,Cloves,0
Switzerland,"Spices, Other",0.48
Switzerland,Bovine Meat,18.83
Switzerland,Mutton & Goat Meat,1.35
Switzerland,Poultry Meat,16.68
Switzerland,"Meat, Other",1.16
Switzerland,"Offals, Edible",2.4
Switzerland,"Butter, Ghee",4.97
Switzerland,Cream,0.12
Switzerland,"Fats, Animals, Raw",2.73
Switzerland,"Fish, Body Oil",0
Switzerland,"Fish, Liver Oil",0
Switzerland,Eggs,10.33
Switzerland,Milk - Excluding Butter,285.34
Switzerland,Freshwater Fish,5.77
Switzerland,Demersal Fish,2.52
Switzerland,Pelagic Fish,2.53
Switzerland,"Marine Fish, Other",1.53
Switzerland,Crustaceans,2.2
Switzerland,Cephalopods,0.41
Switzerland,"Molluscs, Other",1.08
Switzerland,"Aquatic Animals, Others",0.06
Switzerland,Aquatic Plants,0
Switzerland,Infant food,0
Switzerland,Miscellaneous,1.75
Syrian Arab Republic,Wheat and products,155.89
