,,,2019 [2019],2019 [2019],2019 [2019]
,,,Unit,Value,Flag Description
Solomon Islands [25],Food supply (kcal/capita/day),Millet and products [2517],,,
Solomon Islands [25],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,3,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Oats [2516],,,
Solomon Islands [25],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",,,
Solomon Islands [25],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Palm Oil [2577],kcal/capita/day,50,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Palm kernels [2562],,,
Solomon Islands [25],Food supply (kcal/capita/day),Palmkernel Oil [2576],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,53,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Plantains [2616],,,
Solomon Islands [25],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,4,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,23,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,85,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,583,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,147,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Rye and products [2515],,,
Solomon Islands [25],Food supply (kcal/capita/day),Sesame seed [2561],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Sorghum and products [2518],,,
Solomon Islands [25],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,46,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,109,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Sugar beet [2537],,,
Solomon Islands [25],Food supply (kcal/capita/day),Sugar cane [2536],,,
Solomon Islands [25],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],,,
Solomon Islands [25],Food supply (kcal/capita/day),Sunflower seed [2557],,,
Solomon Islands [25],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,436,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,4,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Tomatoes and products [2601],kcal/capita/day,0,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),"Vegetables, other [2605]",kcal/capita/day,8,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Wheat and products [2511],kcal/capita/day,215,Calculated data [Fc]
Solomon Islands [25],Food supply (kcal/capita/day),Yams [2535],kcal/capita/day,179,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Apples and products [2617],kcal/capita/day,4,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Aquatic Plants [2775],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Bananas [2615],kcal/capita/day,14,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Barley and products [2513],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Beans [2546],kcal/capita/day,8,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Beverages, Fermented [2657]",kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Bovine Meat [2731],kcal/capita/day,109,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Butter, Ghee [2740]",kcal/capita/day,9,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Cassava and products [2532],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Cephalopods [2766],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Cereals, Other [2520]",kcal/capita/day,8,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Cocoa Beans and products [2633],kcal/capita/day,5,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Coconut Oil [2578],kcal/capita/day,2,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Coconuts - Incl Copra [2560],kcal/capita/day,2,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Coffee and products [2630],kcal/capita/day,1,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Cottonseed Oil [2575],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Cottonseed [2559],,,
South Africa [202],Food supply (kcal/capita/day),Cream [2743],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Crustaceans [2765],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Dates [2619],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Eggs [2744],kcal/capita/day,28,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,6,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,1,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,4,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,11,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Infant food [2680],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,822,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
South Africa [202],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,66,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Millet and products [2517],kcal/capita/day,1,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,20,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,2,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,4,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,10,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,4,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Palm Oil [2577],kcal/capita/day,83,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Palm kernels [2562],,,
South Africa [202],Food supply (kcal/capita/day),Palmkernel Oil [2576],kcal/capita/day,7,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,1,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,48,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,1,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Plantains [2616],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,64,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,150,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,2,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],,,
South Africa [202],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,138,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Rye and products [2515],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Sesame seed [2561],,,
South Africa [202],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Sorghum and products [2518],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,105,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,285,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Sugar beet [2537],,,
South Africa [202],Food supply (kcal/capita/day),Sugar cane [2536],,,
South Africa [202],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],,,
South Africa [202],Food supply (kcal/capita/day),Sunflower seed [2557],,,
South Africa [202],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,132,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,3,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,23,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,0,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Tomatoes and products [2601],kcal/capita/day,5,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),"Vegetables, other [2605]",kcal/capita/day,19,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Wheat and products [2511],kcal/capita/day,480,Calculated data [Fc]
South Africa [202],Food supply (kcal/capita/day),Yams [2535],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Apples and products [2617],kcal/capita/day,14,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Aquatic Plants [2775],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Bananas [2615],kcal/capita/day,13,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Barley and products [2513],kcal/capita/day,4,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Beans [2546],kcal/capita/day,10,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Beverages, Fermented [2657]",kcal/capita/day,1,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Bovine Meat [2731],kcal/capita/day,43,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Butter, Ghee [2740]",kcal/capita/day,25,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Cassava and products [2532],,,
Spain [203],Food supply (kcal/capita/day),Cephalopods [2766],kcal/capita/day,4,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Cereals, Other [2520]",kcal/capita/day,1,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Cocoa Beans and products [2633],kcal/capita/day,16,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Coconut Oil [2578],,,
Spain [203],Food supply (kcal/capita/day),Coconuts - Incl Copra [2560],kcal/capita/day,3,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Coffee and products [2630],kcal/capita/day,4,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Cottonseed Oil [2575],kcal/capita/day,6,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Cottonseed [2559],,,
Spain [203],Food supply (kcal/capita/day),Cream [2743],kcal/capita/day,10,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Crustaceans [2765],kcal/capita/day,7,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Dates [2619],kcal/capita/day,1,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Eggs [2744],kcal/capita/day,52,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,41,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,12,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,2,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,15,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,6,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Infant food [2680],,,
Spain [203],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,1,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,17,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
Spain [203],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,260,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Millet and products [2517],,,
Spain [203],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,9,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,13,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,63,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,3,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,7,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,22,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,24,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Palm Oil [2577],,,
Spain [203],Food supply (kcal/capita/day),Palm kernels [2562],,,
Spain [203],Food supply (kcal/capita/day),Palmkernel Oil [2576],kcal/capita/day,2,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,10,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,235,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,6,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Plantains [2616],kcal/capita/day,1,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,105,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,115,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,36,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],kcal/capita/day,3,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,2,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,76,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Rye and products [2515],kcal/capita/day,4,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sesame seed [2561],kcal/capita/day,2,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sorghum and products [2518],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,93,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,311,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sugar beet [2537],,,
Spain [203],Food supply (kcal/capita/day),Sugar cane [2536],,,
Spain [203],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],,,
Spain [203],Food supply (kcal/capita/day),Sunflower seed [2557],kcal/capita/day,6,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,280,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,6,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,0,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Tomatoes and products [2601],kcal/capita/day,25,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),"Vegetables, other [2605]",kcal/capita/day,34,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Wheat and products [2511],kcal/capita/day,675,Calculated data [Fc]
Spain [203],Food supply (kcal/capita/day),Yams [2535],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Apples and products [2617],kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Aquatic Plants [2775],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Bananas [2615],,,
Sri Lanka [38],Food supply (kcal/capita/day),Barley and products [2513],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Beans [2546],kcal/capita/day,11,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Beverages, Fermented [2657]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Bovine Meat [2731],kcal/capita/day,5,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Butter, Ghee [2740]",kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Cassava and products [2532],kcal/capita/day,36,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Cephalopods [2766],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Cereals, Other [2520]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Cocoa Beans and products [2633],kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Coconut Oil [2578],kcal/capita/day,34,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Coconuts - Incl Copra [2560],kcal/capita/day,254,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Coffee and products [2630],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Cottonseed Oil [2575],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Cottonseed [2559],,,
Sri Lanka [38],Food supply (kcal/capita/day),Cream [2743],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Crustaceans [2765],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Dates [2619],kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Eggs [2744],kcal/capita/day,18,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,11,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Infant food [2680],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,77,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
Sri Lanka [38],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,88,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Millet and products [2517],kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,13,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,25,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Palm Oil [2577],kcal/capita/day,33,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Palm kernels [2562],,,
Sri Lanka [38],Food supply (kcal/capita/day),Palmkernel Oil [2576],kcal/capita/day,5,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,15,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,5,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Plantains [2616],kcal/capita/day,49,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,26,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,29,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,83,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,1098,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Rye and products [2515],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sesame seed [2561],kcal/capita/day,4,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sorghum and products [2518],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,2,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,0,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,278,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sugar beet [2537],,,
Sri Lanka [38],Food supply (kcal/capita/day),Sugar cane [2536],kcal/capita/day,5,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sunflower seed [2557],,,
Sri Lanka [38],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,1,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,4,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,8,Calculated data [Fc]
Sri Lanka [38],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,1,Calculated data [Fc]
